MATS ID,Time,Latitude,Longitude,group_id
15181,2023-01-14 18:53:09.813415527+00:00,-81.62437864387864,82.11500479336941,5
15182,2023-01-14 18:53:15.813400269+00:00,-81.68076620083271,79.54313155494093,5
15605,2023-01-14 22:02:17.968078613+00:00,-71.99669751170842,88.29050790679261,6
15606,2023-01-14 22:02:23.968063354+00:00,-72.32923435156326,87.69038825253948,6
15607,2023-01-14 22:02:29.968048096+00:00,-72.65864947092467,87.07106164301274,6
15608,2023-01-14 22:02:35.968032837+00:00,-72.9883120404494,86.42459315136992,6
15609,2023-01-14 22:02:41.968017578+00:00,-73.31364100332905,85.76312079979658,6
15610,2023-01-14 22:02:47.968002319+00:00,-73.63931592680042,85.06554598818273,6
15611,2023-01-14 22:02:53.967987061+00:00,-73.96093064106736,84.3534029990626,6
15612,2023-01-14 22:02:59.967956543+00:00,-74.28205994953665,83.60638330157369,6
15613,2023-01-14 22:03:05.967941284+00:00,-74.59725427503538,82.83403883660966,6
15614,2023-01-14 22:03:11.967926025+00:00,-74.91222696950315,82.02710873565528,6
15615,2023-01-14 22:03:17.967910767+00:00,-75.22427439679653,81.19009039185315,6
15616,2023-01-14 22:03:23.967895508+00:00,-75.53303954030734,80.32184655656565,6
15617,2023-01-14 22:03:29.967880249+00:00,-75.83822364885606,79.41442881361182,6
15618,2023-01-14 22:03:35.967864990+00:00,-76.14182978159836,78.46651580771294,6
15619,2023-01-14 22:03:41.967849731+00:00,-76.44085776524226,77.49008610323851,6
