MATS ID,Time,Latitude,Longitude,group_id
2793,2023-01-04 19:09:29.023132324+00:00,-75.56855631690084,123.83719981859086,1
2794,2023-01-04 19:09:35.023117065+00:00,-75.87258161796188,122.9288138064156,1
2795,2023-01-04 19:09:41.023101807+00:00,-76.17784555676003,121.96818152914402,1
2796,2023-01-04 19:09:47.023086548+00:00,-76.47605932829745,120.982646858475,1
2797,2023-01-04 19:09:53.023056030+00:00,-76.7708302411186,119.95078888081962,1
2798,2023-01-04 19:09:59.023040771+00:00,-77.06199859370757,118.86772137661492,1
2799,2023-01-04 19:10:05.023025513+00:00,-77.34784059753189,117.74604250409956,1
2800,2023-01-04 19:10:11.023010254+00:00,-77.6309844902537,116.57321994245568,1
2801,2023-01-04 19:10:17.022994995+00:00,-77.90638506891034,115.34180685357272,1
2802,2023-01-04 19:10:23.022979736+00:00,-78.1787684900632,114.05804867904334,2
2802,2023-01-04 19:10:23.022979736+00:00,-78.1787684900632,114.05804867904334,1
2803,2023-01-04 19:10:29.022964478+00:00,-78.44318422659762,112.72535207867006,2
2803,2023-01-04 19:10:29.022964478+00:00,-78.44318422659762,112.72535207867006,1
2804,2023-01-04 19:10:35.022949219+00:00,-78.70245693287733,111.32493103239035,2
2805,2023-01-04 19:10:41.022933960+00:00,-78.95517341544263,109.85892925021108,2
2806,2023-01-04 19:10:47.022918701+00:00,-79.19980755238683,108.34232363950451,2
2807,2023-01-04 19:10:53.022903442+00:00,-79.43938583984321,106.73388250704735,2
2808,2023-01-04 19:10:59.022888184+00:00,-79.66749168940237,105.07500560761991,2
2809,2023-01-04 19:11:05.022857666+00:00,-79.88887716333825,103.34940736349824,2
2810,2023-01-04 19:11:11.022842407+00:00,-80.10154135943114,101.52847712548947,2
2811,2023-01-04 19:11:17.022827148+00:00,-80.30320338048796,99.64016095720405,2
2812,2023-01-04 19:11:23.022811890+00:00,-80.49541831703883,97.67669266263908,2
2813,2023-01-04 19:11:29.022796631+00:00,-80.67449105103256,95.64371906526182,2
2814,2023-01-04 19:11:35.022781372+00:00,-80.84320414247239,93.54218410764742,2
2815,2023-01-04 19:11:41.022766113+00:00,-80.99881206855085,91.35048010505096,2
2816,2023-01-04 19:11:47.022750854+00:00,-81.14357700532764,89.0742445010356,2
2817,2023-01-04 19:11:53.022735596+00:00,-81.27224764571528,86.74875921801309,2
2818,2023-01-04 19:11:59.022720337+00:00,-81.38772167329087,84.37234214199621,2
2819,2023-01-04 19:12:05.022705078+00:00,-81.48741540926154,81.89230835394012,2
3243,2023-01-04 22:21:21.037887573+00:00,-71.79870711220376,84.0033757084626,3
3244,2023-01-04 22:21:27.037872314+00:00,-72.13182928553353,83.4144774570947,3
3245,2023-01-04 22:21:33.037857056+00:00,-72.46469704055866,82.80154030338767,3
3246,2023-01-04 22:21:39.037841797+00:00,-72.7940419628022,82.17529271619915,3
3247,2023-01-04 22:21:45.037826538+00:00,-73.12361719566259,81.51692773275825,3
15153,2023-01-14 18:50:21.813888550+00:00,-75.51236395435387,128.62642010336674,4
15154,2023-01-14 18:50:27.813873291+00:00,-75.81601768428844,127.72919029806258,4
15155,2023-01-14 18:50:33.813858032+00:00,-76.12091912391548,126.78267606441548,4
15156,2023-01-14 18:50:39.813842773+00:00,-76.41918846279351,125.80489216589436,4
15157,2023-01-14 18:50:45.813827515+00:00,-76.71473664011079,124.7803919203671,4
15158,2023-01-14 18:50:51.813796997+00:00,-77.00619995113495,123.71218000717226,4
15159,2023-01-14 18:50:57.813781738+00:00,-77.29091574844102,122.60782493948346,4
15160,2023-01-14 18:51:03.813766479+00:00,-77.57590101823851,121.42937133669716,4
15161,2023-01-14 18:51:09.813751221+00:00,-77.85001931965725,120.23057263845551,4
15162,2023-01-14 18:51:15.813735962+00:00,-78.12382461292967,118.95063977233708,4
15163,2023-01-14 18:51:21.813720703+00:00,-78.38879677589546,117.62605872548735,4
15164,2023-01-14 18:51:27.813705444+00:00,-78.64691921993692,116.26026578252134,4
15165,2023-01-14 18:51:33.813690186+00:00,-78.90319218335202,114.79617554036082,4
15165,2023-01-14 18:51:33.813690186+00:00,-78.90319218335202,114.79617554036082,5
15166,2023-01-14 18:51:39.813674927+00:00,-79.14904178106032,113.29797023865991,4
15166,2023-01-14 18:51:39.813674927+00:00,-79.14904178106032,113.29797023865991,5
15167,2023-01-14 18:51:45.813644409+00:00,-79.38561856358261,111.72631492785275,5
15168,2023-01-14 18:51:51.813629150+00:00,-79.6198369757596,110.06098515364344,5
15169,2023-01-14 18:51:57.813613892+00:00,-79.8395841025472,108.3626654363786,5
15170,2023-01-14 18:52:03.813598633+00:00,-80.05474189995338,106.5713806666892,5
15171,2023-01-14 18:52:09.813583374+00:00,-80.25720463936995,104.69974540379998,5
15172,2023-01-14 18:52:15.813568115+00:00,-80.45128014707859,102.75687527330878,5
15173,2023-01-14 18:52:21.813552856+00:00,-80.63312540653901,100.74754638499758,5
15174,2023-01-14 18:52:27.813537598+00:00,-80.8058456854913,98.6547805668118,5
15175,2023-01-14 18:52:33.813522339+00:00,-80.96286739236272,96.48393880588408,5
15176,2023-01-14 18:52:39.813507080+00:00,-81.10954049340764,94.24414121466552,5
15177,2023-01-14 18:52:45.813491821+00:00,-81.24154621106749,91.9358019609322,5
15178,2023-01-14 18:52:51.813461304+00:00,-81.36031582502966,89.56742533259734,5
15179,2023-01-14 18:52:57.813446045+00:00,-81.46410606200432,87.14533679258764,5
15180,2023-01-14 18:53:03.813430786+00:00,-81.5524642933106,84.64919840430444,5
