t_start_utc,t_end_utc,n_images,mats_obs_utc,aim_overpass_utc,time_diff_min,mats_tp_lat_deg,mats_tp_lon_deg,aim_center_lat_deg,aim_center_lon_deg,cross_track_km,distance_tp_to_aim_km
2023-02-19T22:39:00Z,2023-02-19T22:40:00Z,2,2023-02-19T22:39:00Z,2023-02-19T22:22:00Z,-17.0,81.255,174.121,79.492,172.431,165.8,198.7
2023-02-19T23:26:59Z,2023-02-19T23:28:01Z,2,2023-02-19T23:28:01Z,2023-02-19T23:10:00Z,-18.0,-79.899,-33.375,-81.117,-33.298,120.2,135.6
2023-02-20T00:15:00Z,2023-02-20T00:16:00Z,2,2023-02-20T00:16:00Z,2023-02-19T23:57:00Z,-19.0,80.427,139.23,80.55,140.845,27.7,32.7
2023-02-20T01:04:00Z,2023-02-20T01:05:02Z,2,2023-02-20T01:04:00Z,2023-02-20T00:44:00Z,-20.0,-80.879,-47.635,-79.977,-46.287,63.9,103.4
2023-02-20T01:51:58Z,2023-02-20T01:52:58Z,2,2023-02-20T01:52:58Z,2023-02-20T01:32:00Z,-21.0,79.413,106.815,81.394,107.527,206.6,221.0
2023-02-20T02:39:57Z,2023-02-20T02:40:59Z,2,2023-02-20T02:40:59Z,2023-02-20T02:19:00Z,-22.0,-79.953,-81.167,-80.948,-78.599,119.8,120.4
2023-02-20T03:28:02Z,2023-02-20T03:29:02Z,2,2023-02-20T03:29:02Z,2023-02-20T03:06:00Z,-23.0,80.338,90.125,80.35,95.335,54.2,97.2
2023-02-20T04:17:02Z,2023-02-20T04:17:58Z,2,2023-02-20T04:17:02Z,2023-02-20T03:53:00Z,-24.0,-80.804,-96.785,-79.758,-92.014,37.2,146.8
2023-02-20T05:05:00Z,2023-02-20T05:06:00Z,2,2023-02-20T05:06:00Z,2023-02-20T04:41:00Z,-25.0,79.294,57.805,81.244,62.366,232.9,233.2
2023-02-20T05:53:00Z,2023-02-20T05:54:02Z,2,2023-02-20T05:54:02Z,2023-02-20T05:28:00Z,-26.0,-79.839,-130.327,-80.769,-123.973,148.0,157.7
2023-02-20T06:41:00Z,2023-02-20T06:42:00Z,2,2023-02-20T06:42:00Z,2023-02-20T06:15:00Z,-27.0,80.384,42.341,80.143,49.74,55.0,141.7
2023-02-20T07:29:02Z,2023-02-20T07:31:00Z,3,2023-02-20T07:29:58Z,2023-02-20T07:02:00Z,-28.0,-80.895,-143.853,-79.533,-137.801,47.3,189.8
2023-02-20T08:17:58Z,2023-02-20T08:18:58Z,2,2023-02-20T08:17:58Z,2023-02-20T07:50:00Z,-28.0,81.253,29.389,81.083,17.12,134.4,210.1
2023-02-20T09:05:57Z,2023-02-20T09:06:59Z,2,2023-02-20T09:06:59Z,2023-02-20T08:37:00Z,-30.0,-79.909,-178.025,-80.583,-169.433,144.8,178.3
2023-02-20T09:54:02Z,2023-02-20T09:55:02Z,2,2023-02-20T09:55:02Z,2023-02-20T09:25:00Z,-30.0,80.295,-6.784,81.769,-17.26,78.5,244.3
2023-02-21T12:28:00Z,2023-02-21T12:28:00Z,1,2023-02-21T12:28:00Z,2023-02-21T12:58:00Z,30.0,-78.593,123.174,-78.674,138.012,210.6,324.8
2023-02-21T13:14:57Z,2023-02-21T13:15:57Z,2,2023-02-21T13:15:57Z,2023-02-21T13:46:00Z,30.0,79.274,-64.855,80.428,-65.23,100.7,128.7
2023-02-21T14:03:59Z,2023-02-21T14:03:59Z,1,2023-02-21T14:03:59Z,2023-02-21T14:33:00Z,29.0,-79.817,106.96,-79.852,107.438,8.9,10.2
2023-02-21T14:52:01Z,2023-02-21T14:53:01Z,2,2023-02-21T14:52:01Z,2023-02-21T15:20:00Z,28.0,80.227,-81.667,79.119,-79.79,64.8,128.9
2023-02-21T15:40:02Z,2023-02-21T15:40:57Z,2,2023-02-21T15:40:57Z,2023-02-21T16:08:00Z,27.0,-78.652,75.314,-80.855,75.242,209.2,245.3
2023-02-21T16:27:59Z,2023-02-21T16:28:59Z,2,2023-02-21T16:28:59Z,2023-02-21T16:55:00Z,26.0,79.162,-113.786,80.245,-110.966,130.8,132.9
2023-02-21T18:53:01Z,2023-02-21T18:53:57Z,2,2023-02-21T18:53:57Z,2023-02-21T19:17:00Z,23.0,-78.633,26.979,-80.693,29.625,223.2,235.2
2023-02-21T19:40:59Z,2023-02-21T19:41:59Z,2,2023-02-21T19:41:59Z,2023-02-21T20:04:00Z,22.0,79.134,-162.218,80.058,-156.769,147.2,150.2
2023-02-21T20:28:58Z,2023-02-21T20:30:00Z,2,2023-02-21T20:30:00Z,2023-02-21T20:51:00Z,21.0,-79.701,9.601,-79.451,15.554,53.9,123.0
2023-02-21T21:17:57Z,2023-02-21T21:18:57Z,2,2023-02-21T21:17:57Z,2023-02-21T21:38:00Z,20.0,80.314,-177.354,78.682,-172.005,57.1,211.4
2023-02-21T22:05:58Z,2023-02-21T22:07:00Z,2,2023-02-21T22:05:58Z,2023-02-21T22:26:00Z,20.0,-80.784,-4.342,-80.524,-16.056,157.9,213.3
2023-02-21T22:54:01Z,2023-02-21T22:55:01Z,2,2023-02-21T22:55:01Z,2023-02-21T23:13:00Z,18.0,79.04,148.914,79.867,157.36,174.0,194.9
2023-02-21T23:42:01Z,2023-02-21T23:42:57Z,2,2023-02-21T23:42:57Z,2023-02-22T00:00:00Z,17.0,-79.83,-37.701,-79.245,-30.478,43.0,159.7
2023-02-22T00:31:01Z,2023-02-22T00:32:01Z,2,2023-02-22T00:31:01Z,2023-02-22T00:48:00Z,17.0,80.173,133.061,80.873,125.076,19.7,165.6
2023-02-22T01:19:02Z,2023-02-22T01:19:57Z,2,2023-02-22T01:19:02Z,2023-02-22T01:35:00Z,16.0,-80.647,-54.204,-80.351,-61.808,114.1,143.4
2023-02-22T02:06:59Z,2023-02-22T02:07:59Z,2,2023-02-22T02:06:59Z,2023-02-22T02:22:00Z,15.0,81.108,119.679,79.673,111.424,221.1,221.1
2023-02-22T02:54:59Z,2023-02-22T02:56:01Z,2,2023-02-22T02:56:01Z,2023-02-22T03:10:00Z,14.0,-79.658,-87.238,-81.253,-94.885,82.0,226.5
2023-02-22T03:43:57Z,2023-02-22T03:44:57Z,2,2023-02-22T03:43:57Z,2023-02-22T03:57:00Z,13.0,80.275,85.748,80.714,79.441,27.7,125.7
2023-02-22T04:31:58Z,2023-02-22T04:33:00Z,2,2023-02-22T04:31:58Z,2023-02-22T04:44:00Z,12.0,-80.753,-101.201,-80.175,-107.634,125.6,134.8
2023-02-22T05:20:01Z,2023-02-22T05:21:01Z,2,2023-02-22T05:20:01Z,2023-02-22T05:31:00Z,11.0,81.045,70.55,79.475,65.433,192.2,199.5
2023-02-22T06:08:01Z,2023-02-22T06:08:57Z,2,2023-02-22T06:08:57Z,2023-02-22T06:19:00Z,10.0,-79.78,-134.561,-81.116,-140.402,71.6,183.6
2023-02-22T06:56:59Z,2023-02-22T06:57:59Z,2,2023-02-22T06:56:59Z,2023-02-22T07:06:00Z,9.0,80.193,36.818,80.551,33.731,0.9,69.9
2023-02-22T07:45:00Z,2023-02-22T07:46:02Z,2,2023-02-22T07:45:00Z,2023-02-22T07:53:00Z,8.0,-80.665,-150.464,-79.994,-153.516,93.9,94.0
2023-02-22T08:32:59Z,2023-02-22T08:33:58Z,2,2023-02-22T08:32:59Z,2023-02-22T08:40:00Z,7.0,81.079,22.799,79.275,19.379,188.4,211.0
2023-02-22T09:20:59Z,2023-02-22T09:22:01Z,2,2023-02-22T09:22:01Z,2023-02-22T09:28:00Z,6.0,-79.607,175.896,-80.974,174.012,112.6,156.2
2023-02-22T10:09:57Z,2023-02-22T10:09:57Z,1,2023-02-22T10:09:57Z,2023-02-22T10:15:00Z,5.0,80.244,-11.022,80.383,-12.045,1.2,24.6
2023-02-22T10:57:58Z,2023-02-22T10:59:00Z,2,2023-02-22T10:57:58Z,2023-02-22T11:02:00Z,4.0,-80.712,161.789,-79.809,160.541,91.9,103.2
2023-02-22T11:46:01Z,2023-02-22T11:47:01Z,2,2023-02-22T11:46:01Z,2023-02-22T11:49:00Z,3.0,81.01,-26.502,79.072,-26.729,157.7,215.8
2023-02-22T12:34:01Z,2023-02-22T12:34:56Z,2,2023-02-22T12:34:56Z,2023-02-22T12:37:00Z,2.1,-79.744,128.655,-80.825,128.358,99.7,120.5
2023-02-22T13:21:59Z,2023-02-22T13:22:59Z,2,2023-02-22T13:22:59Z,2023-02-22T13:24:00Z,1.0,80.139,-60.205,80.21,-57.885,32.1,44.8
2023-02-22T14:11:00Z,2023-02-22T14:12:02Z,2,2023-02-22T14:11:00Z,2023-02-22T14:11:00Z,-0.0,-80.634,112.656,-79.621,114.54,63.2,118.3
2023-02-22T14:59:02Z,2023-02-22T14:59:57Z,2,2023-02-22T14:59:57Z,2023-02-22T14:59:00Z,-1.0,79.061,-92.165,81.149,-90.778,219.0,234.0
2023-02-22T15:46:57Z,2023-02-22T15:47:59Z,2,2023-02-22T15:47:59Z,2023-02-22T15:46:00Z,-2.0,-79.627,79.556,-80.671,82.638,129.8,130.2
2023-02-22T16:34:57Z,2023-02-22T16:35:57Z,2,2023-02-22T16:35:57Z,2023-02-22T16:33:00Z,-3.0,80.185,-108.034,80.034,-103.787,34.2,82.9
2023-02-22T18:12:01Z,2023-02-22T18:13:01Z,2,2023-02-22T18:12:01Z,2023-02-22T18:08:00Z,-4.0,80.973,-123.451,81.011,-136.388,128.1,225.1
2023-02-22T18:59:57Z,2023-02-22T19:00:59Z,2,2023-02-22T19:00:59Z,2023-02-22T18:55:00Z,-6.0,-79.6,31.123,-80.513,36.855,144.1,149.8
2023-02-22T19:48:01Z,2023-02-22T19:49:01Z,2,2023-02-22T19:49:01Z,2023-02-22T19:42:00Z,-7.0,80.037,-157.568,79.855,-149.749,71.8,153.2
2023-02-22T20:37:02Z,2023-02-22T20:37:58Z,2,2023-02-22T20:37:02Z,2023-02-22T20:29:00Z,-8.0,-80.518,14.92,-79.237,22.373,17.0,203.7
2023-02-22T21:25:01Z,2023-02-22T21:26:01Z,2,2023-02-22T21:25:01Z,2023-02-22T21:17:00Z,-8.0,80.956,-171.938,80.868,177.936,112.3,178.1
2023-02-22T22:13:01Z,2023-02-22T22:14:02Z,2,2023-02-22T22:14:02Z,2023-02-22T22:04:00Z,-10.0,-79.453,-18.188,-80.351,-8.993,178.0,205.1
2023-02-22T23:00:59Z,2023-02-22T23:01:59Z,2,2023-02-22T23:01:59Z,2023-02-22T22:51:00Z,-11.0,80.078,154.515,79.67,164.247,74.7,195.5
2023-02-22T23:50:00Z,2023-02-22T23:51:02Z,2,2023-02-22T23:50:00Z,2023-02-22T23:39:00Z,-11.0,-80.579,-32.705,-81.256,-42.115,21.0,181.4
2023-02-23T00:37:57Z,2023-02-23T00:38:57Z,2,2023-02-23T00:37:57Z,2023-02-23T00:26:00Z,-12.0,81.046,141.003,80.718,132.212,121.9,159.2
2023-02-23T01:25:57Z,2023-02-23T01:26:59Z,2,2023-02-23T01:26:59Z,2023-02-23T01:13:00Z,-14.0,-79.555,-65.728,-80.185,-54.901,170.5,222.9
2023-02-23T02:14:01Z,2023-02-23T02:15:01Z,2,2023-02-23T02:15:01Z,2023-02-23T02:01:00Z,-14.0,79.98,105.428,81.531,98.351,99.6,213.8
2023-02-23T03:02:00Z,2023-02-23T03:03:58Z,3,2023-02-23T03:03:02Z,2023-02-23T02:48:00Z,-15.0,-80.486,-81.931,-81.128,-87.741,8.2,125.5
2023-02-23T03:50:59Z,2023-02-23T03:51:59Z,2,2023-02-23T03:50:59Z,2023-02-23T03:35:00Z,-16.0,80.971,91.745,80.566,86.405,92.9,105.5
2023-02-23T04:38:59Z,2023-02-23T04:40:01Z,2,2023-02-23T04:38:59Z,2023-02-23T04:22:00Z,-17.0,-81.341,-94.274,-80.015,-100.868,189.0,189.2
2023-02-23T05:26:59Z,2023-02-23T05:27:59Z,2,2023-02-23T05:27:59Z,2023-02-23T05:10:00Z,-18.0,80.038,57.699,81.421,52.827,98.6,176.9
2023-02-24T18:27:57Z,2023-02-24T18:27:57Z,1,2023-02-24T18:27:57Z,2023-02-24T18:58:00Z,30.0,78.58,-146.843,79.762,-137.985,214.5,226.8
2023-02-24T19:14:58Z,2023-02-24T19:16:00Z,2,2023-02-24T19:16:00Z,2023-02-24T19:45:00Z,29.0,-79.129,24.257,-79.15,33.993,129.9,204.0
2023-02-24T20:03:01Z,2023-02-24T20:03:57Z,2,2023-02-24T20:03:57Z,2023-02-24T20:33:00Z,29.0,79.784,-163.311,80.804,-170.271,17.8,172.8
2023-02-24T20:52:00Z,2023-02-24T20:53:02Z,2,2023-02-24T20:52:00Z,2023-02-24T21:20:00Z,28.0,-80.246,8.515,-80.289,2.643,66.0,110.6
2023-02-24T21:39:57Z,2023-02-24T21:40:59Z,2,2023-02-24T21:39:57Z,2023-02-24T22:07:00Z,27.0,80.774,-177.995,79.606,175.791,175.2,175.3
2023-02-24T22:28:00Z,2023-02-24T22:29:02Z,2,2023-02-24T22:29:02Z,2023-02-24T22:54:00Z,25.0,-79.038,-24.587,-78.984,-12.347,157.0,259.3
2023-02-24T23:16:58Z,2023-02-24T23:16:58Z,1,2023-02-24T23:16:58Z,2023-02-24T23:42:00Z,25.0,79.7,147.774,80.677,143.742,45.5,132.9
2023-02-25T00:05:01Z,2023-02-25T00:05:57Z,2,2023-02-25T00:05:01Z,2023-02-25T00:29:00Z,24.0,-80.17,-40.459,-80.149,-43.497,38.0,57.8
2023-02-25T00:52:58Z,2023-02-25T00:54:00Z,2,2023-02-25T00:52:58Z,2023-02-25T01:16:00Z,23.0,80.707,132.922,79.449,129.524,146.3,154.4
2023-02-25T01:41:01Z,2023-02-25T01:41:57Z,2,2023-02-25T01:41:57Z,2023-02-25T02:04:00Z,22.0,-79.195,-71.872,-81.111,-76.399,139.9,229.9
2023-02-25T02:28:58Z,2023-02-25T02:30:00Z,2,2023-02-25T02:30:00Z,2023-02-25T02:51:00Z,21.0,79.611,98.864,80.547,97.702,73.1,106.6
2023-02-25T03:17:57Z,2023-02-25T03:18:59Z,2,2023-02-25T03:17:57Z,2023-02-25T03:38:00Z,20.0,-80.296,-87.513,-80.006,-89.669,51.1,52.3
2023-02-25T04:06:00Z,2023-02-25T04:07:02Z,2,2023-02-25T04:06:00Z,2023-02-25T04:25:00Z,19.0,80.635,83.883,79.291,83.218,117.8,150.2
2023-02-25T04:53:57Z,2023-02-25T04:54:59Z,2,2023-02-25T04:54:59Z,2023-02-25T05:13:00Z,18.0,-79.098,-120.692,-80.999,-122.333,166.6,214.0
2023-02-25T05:42:00Z,2023-02-25T05:43:02Z,2,2023-02-25T05:43:02Z,2023-02-25T06:00:00Z,17.0,79.517,49.987,80.415,51.618,100.4,104.9
2023-02-25T06:30:58Z,2023-02-25T06:30:58Z,1,2023-02-25T06:30:58Z,2023-02-25T06:47:00Z,16.0,-80.218,-136.486,-79.861,-135.881,23.5,41.4
2023-02-25T07:19:01Z,2023-02-25T07:19:57Z,2,2023-02-25T07:19:01Z,2023-02-25T07:34:00Z,15.0,80.562,34.873,79.132,36.876,90.1,164.0
2023-02-25T08:06:58Z,2023-02-25T08:08:00Z,2,2023-02-25T08:08:00Z,2023-02-25T08:22:00Z,14.0,-79.0,-169.53,-80.883,-168.314,193.1,211.0
2023-02-25T08:55:01Z,2023-02-25T08:55:57Z,2,2023-02-25T08:55:57Z,2023-02-25T09:09:00Z,13.0,79.666,2.794,80.281,5.491,86.0,86.1
2023-02-25T09:44:00Z,2023-02-25T09:44:00Z,1,2023-02-25T09:44:00Z,2023-02-25T09:56:00Z,12.0,-80.137,174.53,-79.714,177.866,3.9,80.2
2023-02-25T10:31:57Z,2023-02-25T10:32:59Z,2,2023-02-25T10:31:57Z,2023-02-25T10:43:00Z,11.0,80.682,-12.103,78.972,-9.502,103.2,197.0
2023-02-25T11:20:00Z,2023-02-25T11:21:02Z,2,2023-02-25T11:21:02Z,2023-02-25T11:31:00Z,10.0,-78.906,141.633,-80.765,145.66,218.6,221.4
2023-02-25T12:07:57Z,2023-02-25T12:08:59Z,2,2023-02-25T12:08:59Z,2023-02-25T12:18:00Z,9.0,79.577,-46.114,80.144,-40.68,112.4,123.7
2023-02-25T12:56:00Z,2023-02-25T12:57:02Z,2,2023-02-25T12:57:02Z,2023-02-25T13:05:00Z,8.0,-80.055,125.547,-79.567,131.575,30.9,130.5
2023-02-25T13:44:58Z,2023-02-25T13:46:00Z,2,2023-02-25T13:44:58Z,2023-02-25T13:52:00Z,7.0,80.61,-61.141,78.811,-55.906,75.7,225.5
2023-02-25T14:33:01Z,2023-02-25T14:33:57Z,2,2023-02-25T14:33:57Z,2023-02-25T14:40:00Z,6.0,-79.062,94.324,-80.643,99.599,204.0,204.0
2023-02-25T15:20:58Z,2023-02-25T15:22:00Z,2,2023-02-25T15:22:00Z,2023-02-25T15:27:00Z,5.0,79.482,-95.001,80.006,-86.882,138.7,171.0
2023-02-25T16:09:01Z,2023-02-25T16:09:57Z,2,2023-02-25T16:09:57Z,2023-02-25T16:14:00Z,4.0,-80.187,78.489,-79.418,85.253,17.0,158.3
2023-02-25T16:58:00Z,2023-02-25T16:59:02Z,2,2023-02-25T16:58:00Z,2023-02-25T17:02:00Z,4.0,80.532,-110.191,81.005,-119.619,51.0,176.2
2023-02-25T18:33:57Z,2023-02-25T18:34:59Z,2,2023-02-25T18:34:59Z,2023-02-25T18:36:00Z,1.0,79.509,-143.056,79.867,-133.138,144.3,201.4
2023-02-25T19:21:59Z,2023-02-25T19:23:02Z,2,2023-02-25T19:23:02Z,2023-02-25T19:24:00Z,1.0,-79.996,28.59,-81.397,19.861,60.6,221.0
2023-02-25T20:10:58Z,2023-02-25T20:12:00Z,2,2023-02-25T20:10:58Z,2023-02-25T20:11:00Z,0.0,80.555,-158.201,80.895,-165.652,44.2,138.8
2023-02-25T20:59:01Z,2023-02-25T20:59:57Z,2,2023-02-25T20:59:01Z,2023-02-25T20:58:00Z,-1.0,-80.93,14.214,-80.396,7.319,124.1,137.8
2023-02-25T21:46:58Z,2023-02-25T21:48:00Z,2,2023-02-25T21:46:58Z,2023-02-25T21:45:00Z,-2.0,81.336,-171.511,79.727,-179.433,229.2,230.1
2023-02-25T22:35:01Z,2023-02-25T22:35:57Z,2,2023-02-25T22:35:57Z,2023-02-25T22:33:00Z,-3.0,-80.131,-18.541,-81.305,-26.078,46.8,187.8
2023-02-25T23:24:00Z,2023-02-25T23:25:02Z,2,2023-02-25T23:24:00Z,2023-02-25T23:20:00Z,-4.0,80.477,152.762,80.783,148.269,17.5,88.2
2023-02-26T00:11:57Z,2023-02-26T00:12:59Z,2,2023-02-26T00:11:57Z,2023-02-26T00:07:00Z,-5.0,-81.032,-32.661,-80.27,-38.885,136.9,140.8
2023-02-26T01:00:00Z,2023-02-26T01:01:02Z,2,2023-02-26T01:00:00Z,2023-02-26T00:54:00Z,-6.0,81.29,139.297,79.587,134.233,201.7,211.3
2023-02-26T01:47:56Z,2023-02-26T01:48:58Z,2,2023-02-26T01:48:58Z,2023-02-26T01:42:00Z,-7.0,-80.048,-67.506,-81.21,-72.063,72.3,153.4
2023-02-26T02:37:01Z,2023-02-26T02:37:57Z,2,2023-02-26T02:37:01Z,2023-02-26T02:29:00Z,-8.0,80.407,103.7,80.668,102.152,8.4,40.5
2023-02-26T03:24:58Z,2023-02-26T03:26:00Z,2,2023-02-26T03:24:58Z,2023-02-26T03:16:00Z,-9.0,-80.969,-81.775,-80.144,-85.136,110.0,110.4
2023-02-26T04:13:01Z,2023-02-26T04:13:57Z,2,2023-02-26T04:13:01Z,2023-02-26T04:03:00Z,-10.0,81.229,90.15,79.446,87.866,174.0,203.1
2023-02-26T05:00:58Z,2023-02-26T05:02:00Z,2,2023-02-26T05:02:00Z,2023-02-26T04:51:00Z,-11.0,-79.957,-116.473,-81.113,-118.101,98.1,132.1
2023-02-26T05:49:57Z,2023-02-26T05:49:57Z,1,2023-02-26T05:49:57Z,2023-02-26T05:38:00Z,-12.0,80.524,56.72,80.552,55.983,5.1,13.8
2023-02-26T06:38:00Z,2023-02-26T06:39:02Z,2,2023-02-26T06:38:00Z,2023-02-26T06:25:00Z,-13.0,-80.903,-130.878,-80.017,-131.423,83.5,99.2
2023-02-26T07:25:57Z,2023-02-26T07:26:59Z,2,2023-02-26T07:25:57Z,2023-02-26T07:12:00Z,-14.0,81.309,43.378,79.305,41.458,185.9,225.9
2023-02-26T08:14:00Z,2023-02-26T08:15:02Z,2,2023-02-26T08:15:02Z,2023-02-26T08:00:00Z,-15.0,-79.871,-165.413,-81.014,-164.178,122.5,129.2
2023-02-26T09:02:03Z,2023-02-26T09:02:58Z,2,2023-02-26T09:02:58Z,2023-02-26T08:47:00Z,-16.0,80.448,7.675,80.435,9.771,20.5,38.8
2023-02-26T09:51:01Z,2023-02-26T09:51:57Z,2,2023-02-26T09:51:01Z,2023-02-26T09:34:00Z,-17.0,-80.836,179.994,-79.888,-177.749,57.1,113.6
2023-02-26T10:38:58Z,2023-02-26T10:40:00Z,2,2023-02-26T10:40:00Z,2023-02-26T10:22:00Z,-18.0,79.281,-25.859,81.34,-23.782,224.9,232.5
2023-02-26T11:27:01Z,2023-02-26T11:27:57Z,2,2023-02-26T11:27:57Z,2023-02-26T11:09:00Z,-19.0,-80.011,147.427,-80.912,149.701,108.0,108.8
2023-02-26T12:14:58Z,2023-02-26T12:16:00Z,2,2023-02-26T12:16:00Z,2023-02-26T11:56:00Z,-20.0,80.37,-41.385,80.317,-36.481,45.7,91.7
2023-02-26T13:04:03Z,2023-02-26T13:04:59Z,2,2023-02-26T13:04:03Z,2023-02-26T12:43:00Z,-21.1,-80.769,130.885,-79.76,135.888,31.6,146.5
2023-02-26T13:52:00Z,2023-02-26T13:53:02Z,2,2023-02-26T13:53:02Z,2023-02-26T13:31:00Z,-22.0,79.181,-74.741,81.252,-69.826,248.2,248.4
2023-02-26T14:39:57Z,2023-02-26T14:40:59Z,2,2023-02-26T14:40:59Z,2023-02-26T14:18:00Z,-23.0,-79.921,98.479,-80.809,103.537,132.1,136.5
2023-02-26T15:27:59Z,2023-02-26T15:29:01Z,2,2023-02-26T15:29:01Z,2023-02-26T15:05:00Z,-24.0,80.288,-90.369,80.198,-82.773,70.0,143.6
2023-02-26T16:16:02Z,2023-02-26T16:18:00Z,3,2023-02-26T16:16:58Z,2023-02-26T15:52:00Z,-25.0,-80.871,83.964,-79.631,89.489,44.1,172.8
2023-02-26T18:40:58Z,2023-02-26T18:42:00Z,2,2023-02-26T18:42:00Z,2023-02-26T18:14:00Z,-28.0,80.298,-138.523,80.079,-129.103,77.4,180.2
2023-02-26T19:29:01Z,2023-02-26T19:30:59Z,3,2023-02-26T19:29:57Z,2023-02-26T19:01:00Z,-29.0,-80.88,35.834,-79.503,43.056,36.0,205.3
2023-02-26T20:18:00Z,2023-02-26T20:19:02Z,2,2023-02-26T20:18:00Z,2023-02-26T19:49:00Z,-29.0,81.153,-152.33,81.07,-162.044,99.9,167.1
2023-02-26T21:05:57Z,2023-02-26T21:06:59Z,2,2023-02-26T21:05:57Z,2023-02-26T20:36:00Z,-30.0,-81.532,23.141,-80.589,11.182,212.0,231.4
