mats_obs_utc,aim_overpass_utc,time_diff_min,mats_sat_lat_deg,mats_sat_lon_deg,aim_center_lat_deg,aim_center_lon_deg,cross_track_km,distance_sat_to_aim_km
2023-02-18T15:23:57Z,2023-02-18T15:39:00Z,15.0,-80.664,89.595,-81.052,80.139,56.7,172.5
2023-02-18T15:24:59Z,2023-02-18T15:39:00Z,14.0,-78.041,74.07,-81.052,80.139,354.6,356.5
2023-02-18T16:12:00Z,2023-02-18T16:26:00Z,14.0,80.95,-99.747,80.473,-105.798,108.4,121.0
2023-02-18T16:13:00Z,2023-02-18T16:26:00Z,13.0,78.522,-115.89,80.473,-105.798,289.3,297.7
2023-02-18T16:59:54Z,2023-02-18T17:13:00Z,13.1,-81.661,77.002,-79.883,67.046,265.1,265.3
2023-02-18T18:36:57Z,2023-02-18T18:48:00Z,11.0,-80.636,41.117,-80.863,34.976,40.5,112.7
2023-02-18T18:37:59Z,2023-02-18T18:48:00Z,10.0,-78.004,25.683,-80.863,34.976,368.5,369.6
2023-02-18T19:24:59Z,2023-02-18T19:35:00Z,10.0,80.956,-147.942,80.253,-151.203,98.1,98.1
2023-02-18T19:26:00Z,2023-02-18T19:35:00Z,9.0,78.483,-164.315,80.253,-151.203,304.0,332.5
2023-02-18T20:13:00Z,2023-02-18T20:22:00Z,9.0,-81.477,26.072,-79.642,21.423,207.1,221.1
2023-02-18T20:14:02Z,2023-02-18T20:23:00Z,9.0,-79.208,7.212,-81.613,1.187,198.6,289.7
2023-02-18T21:00:58Z,2023-02-18T21:09:00Z,8.0,81.826,-160.547,78.887,-165.975,294.6,342.1
2023-02-18T21:01:58Z,2023-02-18T21:10:00Z,8.0,79.875,179.151,81.162,176.081,97.6,153.9
2023-02-18T21:49:59Z,2023-02-18T21:57:00Z,7.0,-80.533,-8.042,-80.665,-10.287,10.7,43.4
2023-02-18T22:37:58Z,2023-02-18T22:44:00Z,6.0,80.974,163.977,80.025,163.298,90.4,106.3
2023-02-18T22:38:58Z,2023-02-18T22:44:00Z,5.0,78.554,147.75,80.025,163.298,302.8,359.4
2023-02-18T23:26:02Z,2023-02-18T23:31:00Z,5.0,-81.42,-22.993,-79.396,-24.299,181.4,226.5
2023-02-18T23:26:58Z,2023-02-18T23:32:00Z,5.0,-79.385,-40.072,-81.473,-43.73,181.4,241.9
2023-02-19T00:14:02Z,2023-02-19T00:19:00Z,5.0,81.718,149.317,80.982,130.954,254.9,316.7
2023-02-19T00:15:02Z,2023-02-19T00:19:00Z,4.0,79.685,129.666,80.982,130.954,137.9,146.4
2023-02-19T01:02:01Z,2023-02-19T01:06:00Z,4.0,-82.118,-34.481,-80.46,-55.668,380.0,398.9
2023-02-19T01:03:03Z,2023-02-19T01:06:00Z,2.9,-80.389,-57.469,-80.46,-55.668,25.2,34.3
2023-02-19T01:51:00Z,2023-02-19T01:53:00Z,2.0,80.895,114.923,79.79,117.706,63.9,133.5
2023-02-19T01:52:00Z,2023-02-19T01:54:00Z,2.0,78.444,98.993,81.698,96.869,324.7,364.4
2023-02-19T02:39:00Z,2023-02-19T02:40:00Z,1.0,-81.459,-70.704,-79.144,-70.09,179.3,258.0
2023-02-19T02:40:02Z,2023-02-19T02:41:00Z,1.0,-79.178,-89.467,-81.32,-88.725,221.6,238.8
2023-02-19T03:26:58Z,2023-02-19T03:28:00Z,1.0,81.807,102.606,80.793,85.722,267.8,304.5
2023-02-19T03:27:58Z,2023-02-19T03:28:00Z,0.0,79.841,82.425,80.793,85.722,122.6,122.6
2023-02-19T04:14:57Z,2023-02-19T04:15:00Z,0.0,-82.167,-81.254,-80.245,-101.126,389.0,397.1
2023-02-19T04:15:59Z,2023-02-19T04:15:00Z,-1.0,-80.511,-104.709,-80.245,-101.126,13.7,72.9
2023-02-19T05:04:02Z,2023-02-19T05:02:00Z,-2.0,80.816,65.94,79.55,72.026,38.6,182.0
2023-02-19T05:05:02Z,2023-02-19T05:03:00Z,-2.0,78.337,50.286,81.567,51.998,347.5,361.0
2023-02-19T05:52:02Z,2023-02-19T05:50:00Z,-2.0,-81.381,-119.957,-81.155,-133.816,153.1,235.0
2023-02-19T05:52:58Z,2023-02-19T05:50:00Z,-3.0,-79.329,-136.875,-81.155,-133.816,207.8,211.3
2023-02-19T06:40:02Z,2023-02-19T06:37:00Z,-3.0,81.695,52.497,80.595,40.393,225.8,240.2
2023-02-19T06:41:02Z,2023-02-19T06:37:00Z,-4.0,79.648,32.965,80.595,40.393,161.9,176.5
2023-02-19T07:28:01Z,2023-02-19T07:24:00Z,-4.0,-82.097,-131.47,-80.024,-146.674,347.5,348.0
2023-02-19T07:28:57Z,2023-02-19T07:24:00Z,-5.0,-80.574,-152.422,-80.024,-146.674,12.5,124.0
2023-02-19T08:17:00Z,2023-02-19T08:12:00Z,-5.0,80.871,18.222,81.424,7.035,41.3,200.9
2023-02-19T08:18:00Z,2023-02-19T08:12:00Z,-6.0,78.412,2.371,81.424,7.035,344.8,347.1
2023-02-19T09:05:00Z,2023-02-19T08:59:00Z,-6.0,-81.433,-167.534,-80.98,-179.004,153.8,201.2
2023-02-19T09:06:02Z,2023-02-19T08:59:00Z,-7.0,-79.138,173.828,-80.98,-179.004,244.5,246.7
2023-02-19T09:52:58Z,2023-02-19T09:46:00Z,-7.0,81.779,5.599,80.388,-5.03,236.3,239.4
2023-02-19T09:53:57Z,2023-02-19T09:46:00Z,-8.0,79.831,-14.143,80.388,-5.03,142.4,184.7
2023-02-19T10:40:57Z,2023-02-19T10:33:00Z,-8.0,-82.152,-178.243,-79.796,167.691,356.9,357.6
2023-02-19T10:41:59Z,2023-02-19T10:33:00Z,-9.0,-80.473,158.452,-79.796,167.691,40.2,191.4
2023-02-19T11:30:02Z,2023-02-19T11:21:00Z,-9.0,80.791,-30.827,81.27,-38.023,15.9,135.7
2023-02-19T11:31:02Z,2023-02-19T11:21:00Z,-10.0,78.303,-46.386,81.27,-38.023,367.3,368.4
2023-02-19T12:18:02Z,2023-02-19T12:08:00Z,-10.0,-81.362,143.246,-80.796,135.713,126.5,144.4
2023-02-19T12:18:58Z,2023-02-19T12:08:00Z,-11.0,-79.298,126.423,-80.796,135.713,229.3,243.9
2023-02-19T13:06:02Z,2023-02-19T12:55:00Z,-11.0,81.685,-44.236,80.174,-50.544,199.6,201.1
2023-02-19T13:07:02Z,2023-02-19T12:55:00Z,-12.0,79.627,-63.693,80.174,-50.544,182.5,263.2
2023-02-19T13:53:59Z,2023-02-19T13:42:00Z,-12.0,-82.114,132.413,-79.562,121.973,328.9,338.0
2023-02-19T13:55:01Z,2023-02-19T13:43:00Z,-12.0,-80.38,109.454,-81.568,102.001,63.1,185.3
2023-02-19T14:43:00Z,2023-02-19T14:30:00Z,-13.0,80.85,-78.506,81.104,-83.162,17.1,86.0
2023-02-19T14:44:00Z,2023-02-19T14:30:00Z,-14.0,78.383,-94.275,81.104,-83.162,363.2,373.2
2023-02-19T15:31:00Z,2023-02-19T15:17:00Z,-14.0,-81.412,95.673,-80.602,90.35,127.3,129.2
2023-02-19T15:32:02Z,2023-02-19T15:17:00Z,-15.0,-79.104,77.141,-80.602,90.35,265.0,307.0
2023-02-19T16:18:58Z,2023-02-19T16:04:00Z,-15.0,81.768,-91.056,79.952,-96.132,211.0,221.0
2023-02-19T16:19:58Z,2023-02-19T16:05:00Z,-15.0,79.773,-111.007,81.78,-117.53,166.3,251.5
2023-02-19T18:44:00Z,2023-02-19T18:26:00Z,-18.0,-81.385,47.106,-80.4,44.889,111.4,116.3
2023-02-19T18:45:02Z,2023-02-19T18:27:00Z,-18.0,-79.064,28.697,-81.973,21.999,276.1,345.8
2023-02-19T19:31:58Z,2023-02-19T19:13:00Z,-19.0,81.751,-139.593,79.725,-141.811,195.5,229.0
2023-02-19T19:32:58Z,2023-02-19T19:14:00Z,-19.0,79.743,-159.444,81.663,-162.426,178.8,220.3
2023-02-19T20:19:57Z,2023-02-19T20:00:00Z,-20.0,-82.124,36.268,-79.077,30.325,309.9,355.5
2023-02-19T20:20:59Z,2023-02-19T20:01:00Z,-20.0,-80.407,13.204,-81.278,11.896,76.0,99.6
2023-02-19T21:08:02Z,2023-02-19T20:48:00Z,-20.0,82.224,-152.668,80.743,-173.734,353.1,381.5
2023-02-19T21:09:02Z,2023-02-19T20:48:00Z,-21.0,80.734,-176.079,80.743,-173.734,22.5,42.0
2023-02-19T21:57:02Z,2023-02-19T21:35:00Z,-22.0,-81.307,-2.154,-80.192,-0.657,84.3,127.0
2023-02-19T21:57:58Z,2023-02-19T21:36:00Z,-22.0,-79.218,-18.751,-81.887,-22.8,261.4,306.0
2023-02-19T22:45:00Z,2023-02-19T22:22:00Z,-23.0,81.689,171.11,79.492,172.431,168.5,245.7
2023-02-19T22:46:00Z,2023-02-19T22:23:00Z,-23.0,79.636,151.623,81.535,152.594,202.7,212.1
2023-02-19T23:32:59Z,2023-02-19T23:10:00Z,-23.0,-82.089,-12.987,-81.117,-33.298,287.0,345.3
2023-02-19T23:34:01Z,2023-02-19T23:10:00Z,-24.0,-80.323,-35.732,-81.117,-33.298,98.5,98.6
2023-02-20T00:21:00Z,2023-02-19T23:57:00Z,-24.0,82.243,159.734,80.55,140.845,350.2,364.2
2023-02-20T00:22:00Z,2023-02-19T23:57:00Z,-25.0,80.786,136.131,80.55,140.845,22.4,89.0
2023-02-20T01:10:00Z,2023-02-20T00:44:00Z,-26.0,-81.364,-49.701,-79.977,-46.287,86.5,166.2
2023-02-20T01:11:02Z,2023-02-20T00:45:00Z,-26.0,-79.03,-68.001,-81.787,-67.671,294.5,306.9
2023-02-20T01:57:58Z,2023-02-20T01:32:00Z,-26.0,81.735,123.589,81.394,107.527,172.1,264.1
2023-02-20T01:58:58Z,2023-02-20T01:32:00Z,-27.0,79.713,103.846,81.394,107.527,198.5,198.8
2023-02-20T02:45:57Z,2023-02-20T02:19:00Z,-27.0,-82.118,-60.436,-80.948,-78.599,286.8,323.2
2023-02-20T02:46:59Z,2023-02-20T02:19:00Z,-28.0,-80.392,-83.439,-80.948,-78.599,95.4,107.0
2023-02-20T03:34:02Z,2023-02-20T03:06:00Z,-28.0,82.211,110.38,80.35,95.335,323.0,326.1
2023-02-20T03:35:02Z,2023-02-20T03:06:00Z,-29.0,80.698,87.102,80.35,95.335,46.1,155.6
2023-02-20T04:23:02Z,2023-02-20T03:53:00Z,-30.0,-81.291,-98.834,-79.758,-92.014,61.9,211.2
2023-02-20T04:23:58Z,2023-02-20T03:54:00Z,-30.0,-79.195,-115.367,-81.676,-112.645,277.8,280.7
2023-02-20T05:11:00Z,2023-02-20T04:41:00Z,-30.0,81.664,74.236,81.244,62.366,144.5,201.5
2023-02-21T07:43:58Z,2023-02-21T08:14:00Z,30.0,-80.213,-159.033,-77.617,-146.427,16.8,393.8
2023-02-21T08:32:01Z,2023-02-21T09:02:00Z,30.0,80.567,11.725,79.548,12.177,79.7,113.8
2023-02-21T08:33:01Z,2023-02-21T09:02:00Z,29.0,78.007,-3.1,79.548,12.177,325.1,371.2
2023-02-21T09:20:01Z,2023-02-21T09:49:00Z,29.0,-81.158,-174.617,-78.9,-175.884,193.2,252.5
2023-02-21T09:20:57Z,2023-02-21T09:50:00Z,29.0,-79.003,169.38,-81.163,166.22,180.3,247.9
2023-02-21T10:07:59Z,2023-02-21T10:37:00Z,29.0,81.573,-1.416,80.606,-19.575,288.9,329.5
2023-02-21T10:08:59Z,2023-02-21T10:37:00Z,28.0,79.444,-20.273,80.606,-19.575,115.7,130.1
2023-02-21T10:57:00Z,2023-02-21T11:24:00Z,27.0,-80.119,152.001,-80.049,153.275,8.6,25.6
2023-02-21T11:44:59Z,2023-02-21T12:11:00Z,26.0,80.621,-36.104,79.335,-33.775,77.3,150.1
2023-02-21T11:45:59Z,2023-02-21T12:12:00Z,26.0,78.076,-51.09,81.442,-53.103,323.3,376.8
2023-02-21T12:32:57Z,2023-02-21T12:58:00Z,25.0,-81.266,138.33,-78.674,138.012,203.8,288.5
2023-02-21T12:33:59Z,2023-02-21T12:59:00Z,25.0,-78.881,120.484,-81.012,120.77,209.7,237.3
2023-02-21T13:20:57Z,2023-02-21T13:46:00Z,25.0,81.621,-48.96,80.428,-65.23,288.4,310.8
2023-02-21T13:21:57Z,2023-02-21T13:46:00Z,24.0,79.522,-68.067,80.428,-65.23,114.4,114.8
2023-02-21T14:09:02Z,2023-02-21T14:33:00Z,24.0,-81.9,123.759,-79.852,107.438,364.1,365.2
2023-02-21T14:09:58Z,2023-02-21T14:33:00Z,23.0,-80.177,104.174,-79.852,107.438,10.1,72.6
2023-02-21T14:58:01Z,2023-02-21T15:20:00Z,22.0,80.538,-85.031,79.119,-79.79,50.7,188.5
2023-02-21T14:59:01Z,2023-02-21T15:21:00Z,22.0,77.969,-99.762,81.31,-98.439,348.1,372.9
2023-02-21T15:46:01Z,2023-02-21T16:08:00Z,22.0,-81.121,88.47,-80.855,75.242,163.7,232.0
2023-02-21T15:46:57Z,2023-02-21T16:08:00Z,21.0,-78.951,72.61,-80.855,75.242,209.4,218.1
2023-02-21T16:33:59Z,2023-02-21T16:55:00Z,21.0,81.548,-98.235,80.245,-110.966,257.8,266.2
2023-02-21T16:34:59Z,2023-02-21T16:55:00Z,20.0,79.406,-116.974,80.245,-110.966,143.1,150.5
2023-02-21T18:11:00Z,2023-02-21T18:30:00Z,19.0,80.552,-133.144,81.172,-143.862,44.8,201.3
2023-02-21T18:12:01Z,2023-02-21T18:30:00Z,18.0,77.94,-148.115,81.172,-143.862,361.5,369.6
2023-02-21T18:59:01Z,2023-02-21T19:17:00Z,18.0,-81.1,40.022,-80.693,29.625,147.8,188.4
2023-02-21T18:59:57Z,2023-02-21T19:17:00Z,17.0,-78.923,24.235,-80.693,29.625,223.5,223.6
2023-02-21T19:46:59Z,2023-02-21T20:04:00Z,17.0,81.525,-146.806,80.058,-156.769,239.9,240.6
2023-02-21T19:47:59Z,2023-02-21T20:04:00Z,16.0,79.37,-165.43,80.058,-156.769,159.0,188.2
2023-02-21T20:34:58Z,2023-02-21T20:51:00Z,16.0,-81.954,28.44,-79.451,15.554,356.9,360.8
2023-02-21T20:36:00Z,2023-02-21T20:51:00Z,15.0,-80.041,6.729,-79.451,15.554,54.8,186.6
2023-02-21T21:23:57Z,2023-02-21T21:39:00Z,15.0,80.628,179.238,81.025,170.644,47.2,158.6
2023-02-21T21:24:57Z,2023-02-21T21:39:00Z,14.0,78.086,164.222,81.025,170.644,350.4,351.4
2023-02-21T22:11:57Z,2023-02-21T22:26:00Z,14.0,-81.2,-7.157,-80.524,-16.056,156.6,174.1
2023-02-21T22:12:59Z,2023-02-21T22:26:00Z,13.0,-78.785,-24.722,-80.524,-16.056,253.8,259.4
2023-02-21T23:00:01Z,2023-02-21T23:13:00Z,13.0,81.461,164.033,79.867,157.36,211.9,214.2
2023-02-21T23:01:01Z,2023-02-21T23:13:00Z,12.0,79.267,145.734,79.867,157.36,184.8,243.2
2023-02-21T23:48:00Z,2023-02-22T00:00:00Z,12.0,-81.9,-20.972,-79.245,-30.478,326.0,341.7
2023-02-21T23:49:02Z,2023-02-22T00:01:00Z,12.0,-79.932,-42.289,-81.382,-49.429,80.9,206.3
2023-02-22T00:37:01Z,2023-02-22T00:48:00Z,11.0,80.474,129.671,80.873,125.076,8.2,94.0
2023-02-22T00:38:01Z,2023-02-22T00:48:00Z,10.0,77.885,115.144,80.873,125.076,387.1,389.0
2023-02-22T01:25:01Z,2023-02-22T01:35:00Z,10.0,-81.057,-56.986,-80.351,-61.808,115.2,116.9
2023-02-22T01:25:57Z,2023-02-22T01:35:00Z,9.0,-78.86,-72.601,-80.351,-61.808,252.1,272.3
2023-02-22T02:12:59Z,2023-02-22T02:22:00Z,9.0,81.498,116.282,79.673,111.424,208.8,221.5
2023-02-22T02:13:59Z,2023-02-22T02:22:00Z,8.0,79.325,97.804,79.673,111.424,185.6,278.4
2023-02-22T03:00:58Z,2023-02-22T03:09:00Z,8.0,-81.935,-68.492,-79.039,-76.572,324.9,354.3
2023-02-22T03:02:00Z,2023-02-22T03:10:00Z,8.0,-80.001,-90.058,-81.253,-94.885,79.7,164.5
2023-02-22T03:49:57Z,2023-02-22T03:57:00Z,7.0,80.583,82.356,80.714,79.441,17.3,54.7
2023-02-22T03:50:57Z,2023-02-22T03:57:00Z,6.0,78.027,67.484,80.714,79.441,375.8,385.5
2023-02-22T04:37:57Z,2023-02-22T04:44:00Z,6.0,-81.17,-103.97,-80.175,-107.634,127.6,128.9
2023-02-22T04:38:59Z,2023-02-22T04:44:00Z,5.0,-78.742,-121.413,-80.175,-107.634,278.0,321.7
2023-02-22T05:26:01Z,2023-02-22T05:31:00Z,5.0,81.429,67.134,79.475,65.433,181.2,219.8
2023-02-22T05:27:01Z,2023-02-22T05:32:00Z,5.0,79.219,48.983,81.525,45.649,208.6,264.0
2023-02-22T06:14:00Z,2023-02-22T06:18:00Z,4.0,-81.87,-117.999,-78.829,-122.715,292.7,349.5
2023-02-22T06:15:02Z,2023-02-22T06:19:00Z,4.0,-79.878,-139.126,-81.116,-140.402,109.5,139.9
2023-02-22T07:02:59Z,2023-02-22T07:06:00Z,3.0,80.499,33.424,80.551,33.731,7.9,8.0
2023-02-22T07:51:00Z,2023-02-22T07:53:00Z,2.0,-81.069,-153.313,-79.994,-153.516,96.0,119.8
2023-02-22T07:52:02Z,2023-02-22T07:54:00Z,2.0,-78.598,-170.342,-81.795,-174.959,305.0,366.3
2023-02-22T08:38:59Z,2023-02-22T08:40:00Z,1.0,81.465,19.369,79.275,19.379,178.2,243.9
2023-02-22T08:39:59Z,2023-02-22T08:41:00Z,1.0,79.275,1.043,81.407,0.241,209.1,237.7
2023-02-22T09:26:58Z,2023-02-22T09:28:00Z,1.0,-81.9,-165.678,-80.974,174.012,292.6,350.0
2023-02-22T09:28:00Z,2023-02-22T09:28:00Z,-0.0,-79.934,172.995,-80.974,174.012,110.1,117.2
2023-02-22T10:14:57Z,2023-02-22T10:15:00Z,0.0,82.154,8.301,80.383,-12.045,380.0,393.3
2023-02-22T10:15:57Z,2023-02-22T10:15:00Z,-1.0,80.551,-14.424,80.383,-12.045,9.2,47.7
2023-02-22T11:03:57Z,2023-02-22T11:02:00Z,-2.0,-81.117,158.916,-79.809,160.541,94.5,148.7
2023-02-22T11:04:59Z,2023-02-22T11:03:00Z,-2.0,-78.665,141.701,-81.702,139.737,303.9,340.1
2023-02-22T11:52:01Z,2023-02-22T11:50:00Z,-2.0,81.391,-29.904,81.281,-45.235,152.3,256.6
2023-02-22T11:53:01Z,2023-02-22T11:50:00Z,-3.0,79.159,-47.866,81.281,-45.235,235.2,241.4
2023-02-22T12:40:00Z,2023-02-22T12:37:00Z,-3.0,-81.851,145.052,-80.825,128.358,264.9,300.9
2023-02-22T12:41:02Z,2023-02-22T12:37:00Z,-4.0,-79.837,124.073,-80.825,128.358,135.0,136.0
2023-02-22T13:27:59Z,2023-02-22T13:24:00Z,-4.0,82.11,-41.198,80.21,-57.885,349.2,353.2
2023-02-22T13:28:59Z,2023-02-22T13:24:00Z,-5.0,80.447,-63.536,80.21,-57.885,37.3,108.9
2023-02-22T14:16:59Z,2023-02-22T14:11:00Z,-6.0,-81.044,109.883,-79.621,114.54,69.3,180.6
2023-02-22T14:18:01Z,2023-02-22T14:12:00Z,-6.0,-78.56,92.964,-81.601,94.371,326.4,339.6
2023-02-22T15:04:57Z,2023-02-22T14:59:00Z,-6.0,81.485,-76.881,81.149,-90.778,163.0,235.9
2023-02-22T15:05:57Z,2023-02-22T14:59:00Z,-7.0,79.305,-95.298,81.149,-90.778,221.9,222.2
2023-02-22T15:53:03Z,2023-02-22T15:46:00Z,-7.1,-81.783,95.653,-80.671,82.638,234.9,252.5
2023-02-22T15:53:58Z,2023-02-22T15:46:00Z,-8.0,-79.971,76.747,-80.671,82.638,122.5,135.0
2023-02-22T16:40:57Z,2023-02-22T16:33:00Z,-8.0,82.13,-88.813,80.034,-103.787,346.0,346.3
2023-02-22T16:41:57Z,2023-02-22T16:33:00Z,-9.0,80.498,-111.342,80.034,-103.787,37.8,151.1
2023-02-22T18:18:01Z,2023-02-22T18:08:00Z,-10.0,81.354,-126.806,81.011,-136.388,123.1,167.7
2023-02-22T18:19:01Z,2023-02-22T18:08:00Z,-11.0,79.106,-144.614,81.011,-136.388,258.8,264.0
2023-02-22T19:05:56Z,2023-02-22T18:55:00Z,-10.9,-81.898,49.582,-80.513,36.855,257.1,265.0
2023-02-22T19:06:58Z,2023-02-22T18:55:00Z,-12.0,-79.933,28.256,-80.513,36.855,137.1,174.7
2023-02-22T19:54:01Z,2023-02-22T19:42:00Z,-12.0,82.057,-138.993,79.855,-149.749,305.7,308.1
2023-02-22T19:55:01Z,2023-02-22T19:42:00Z,-13.0,80.333,-160.916,79.855,-149.749,75.1,220.0
2023-02-22T20:43:02Z,2023-02-22T20:30:00Z,-13.0,-80.908,12.036,-81.377,3.447,25.8,156.0
2023-02-22T20:43:58Z,2023-02-22T20:30:00Z,-14.0,-78.658,-3.058,-81.377,3.447,327.2,327.3
2023-02-22T21:31:01Z,2023-02-22T21:17:00Z,-14.0,81.335,-175.325,80.868,177.936,108.2,127.0
2023-02-22T21:32:01Z,2023-02-22T21:17:00Z,-15.0,79.075,166.962,80.868,177.936,270.8,290.8
2023-02-22T22:19:01Z,2023-02-22T22:04:00Z,-15.0,-81.791,-0.721,-80.351,-8.993,214.3,214.4
2023-02-22T22:19:56Z,2023-02-22T22:04:00Z,-15.9,-79.984,-19.67,-80.351,-8.993,137.7,206.7
2023-02-22T23:06:59Z,2023-02-22T22:51:00Z,-16.0,82.079,173.254,79.67,164.247,301.3,311.0
2023-02-22T23:07:59Z,2023-02-22T22:52:00Z,-16.0,80.378,151.171,81.634,143.812,74.5,189.4
2023-02-22T23:55:59Z,2023-02-22T23:39:00Z,-17.0,-80.976,-35.562,-81.256,-42.115,28.8,116.8
2023-02-22T23:57:01Z,2023-02-22T23:39:00Z,-18.0,-78.465,-52.215,-81.256,-42.115,360.4,367.3
2023-02-23T00:43:57Z,2023-02-23T00:26:00Z,-18.0,81.432,137.642,80.718,132.212,118.9,122.9
2023-02-23T00:44:57Z,2023-02-23T00:26:00Z,-19.0,79.222,119.486,80.718,132.212,257.2,296.7
2023-02-23T01:32:03Z,2023-02-23T01:13:00Z,-19.1,-81.736,-49.933,-80.185,-54.901,188.4,193.1
2023-02-23T01:32:58Z,2023-02-23T01:13:00Z,-20.0,-79.888,-68.57,-80.185,-54.901,160.7,264.7
2023-02-23T02:20:01Z,2023-02-23T02:00:00Z,-20.0,82.032,123.832,79.486,118.172,272.7,300.6
2023-02-23T02:21:01Z,2023-02-23T02:01:00Z,-20.0,80.275,102.124,81.531,98.351,100.0,154.7
2023-02-23T03:09:02Z,2023-02-23T02:48:00Z,-21.0,-80.88,-84.75,-81.128,-87.741,1.6,58.9
2023-02-23T03:09:57Z,2023-02-23T02:48:00Z,-22.0,-78.619,-99.745,-81.128,-87.741,345.7,363.6
2023-02-23T03:56:59Z,2023-02-23T03:35:00Z,-22.0,81.352,88.401,80.566,86.405,91.8,94.3
2023-02-23T03:57:59Z,2023-02-23T03:35:00Z,-23.0,79.102,70.608,80.566,86.405,281.0,349.0
2023-02-23T04:44:59Z,2023-02-23T04:22:00Z,-23.0,-81.811,-96.833,-80.015,-100.868,198.3,212.0
2023-02-23T04:46:01Z,2023-02-23T04:23:00Z,-23.0,-79.769,-117.578,-81.806,-122.387,184.5,242.2
2023-02-23T05:32:59Z,2023-02-23T05:09:00Z,-24.0,82.06,76.332,79.299,72.044,271.9,316.7
2023-02-23T05:33:59Z,2023-02-23T05:10:00Z,-24.0,80.339,54.388,81.421,52.827,97.7,123.6
2023-02-24T13:44:02Z,2023-02-24T14:14:00Z,30.0,79.931,-71.066,78.716,-60.993,34.3,247.4
2023-02-24T14:31:59Z,2023-02-24T15:02:00Z,30.0,-80.692,102.757,-80.565,94.756,99.9,145.6
2023-02-24T14:33:01Z,2023-02-24T15:02:00Z,29.0,-78.076,87.132,-80.565,94.756,318.0,318.0
2023-02-24T15:20:02Z,2023-02-24T15:49:00Z,29.0,81.026,-86.057,79.916,-91.804,162.6,162.6
2023-02-24T15:20:58Z,2023-02-24T15:49:00Z,28.0,78.819,-101.567,79.916,-91.804,213.2,234.3
2023-02-24T16:07:59Z,2023-02-24T16:36:00Z,28.0,-81.611,89.166,-79.315,80.295,293.1,302.8
2023-02-24T16:09:01Z,2023-02-24T16:36:00Z,27.0,-79.424,69.593,-79.315,80.295,124.0,219.8
2023-02-24T16:56:58Z,2023-02-24T17:24:00Z,27.0,80.084,-118.228,80.928,-124.332,16.8,146.1
2023-02-24T18:33:01Z,2023-02-24T18:58:00Z,25.0,81.032,-134.221,79.762,-137.985,151.9,157.7
2023-02-24T18:33:57Z,2023-02-24T18:58:00Z,24.0,78.828,-149.758,79.762,-137.985,222.2,264.1
2023-02-24T19:20:58Z,2023-02-24T19:45:00Z,24.0,-81.613,40.965,-79.15,33.993,281.1,302.8
2023-02-24T19:22:00Z,2023-02-24T19:46:00Z,24.0,-79.428,21.379,-81.324,15.339,131.5,238.9
2023-02-24T20:09:57Z,2023-02-24T20:33:00Z,23.0,80.092,-166.425,80.804,-170.271,26.8,106.4
2023-02-24T20:58:00Z,2023-02-24T21:20:00Z,22.0,-80.607,5.536,-80.289,2.643,60.7,64.1
2023-02-24T20:59:02Z,2023-02-24T21:20:00Z,21.0,-77.964,-9.808,-80.289,2.643,353.4,366.4
2023-02-24T21:46:03Z,2023-02-24T22:07:00Z,20.9,80.955,176.724,79.606,175.791,124.1,151.2
2023-02-24T21:46:58Z,2023-02-24T22:07:00Z,20.0,78.722,161.468,79.606,175.791,248.1,314.5
2023-02-24T22:33:59Z,2023-02-24T22:54:00Z,20.0,-81.553,-8.217,-78.984,-12.347,252.7,296.1
2023-02-24T22:35:01Z,2023-02-24T22:55:00Z,20.0,-79.327,-27.469,-81.218,-30.495,158.0,218.0
2023-02-24T23:22:02Z,2023-02-24T23:42:00Z,20.0,81.801,163.672,80.677,143.742,318.6,358.2
2023-02-24T23:22:58Z,2023-02-24T23:42:00Z,19.0,80.001,144.669,80.677,143.742,53.4,77.2
2023-02-25T00:11:01Z,2023-02-25T00:29:00Z,18.0,-80.528,-43.405,-80.149,-43.497,34.6,42.2
2023-02-25T00:11:57Z,2023-02-25T00:29:00Z,17.0,-78.155,-57.285,-80.149,-43.497,336.2,362.8
2023-02-25T00:58:58Z,2023-02-25T01:16:00Z,17.0,81.084,129.786,79.449,129.524,138.3,182.1
2023-02-25T01:00:00Z,2023-02-25T01:17:00Z,17.0,78.617,112.708,81.51,109.823,270.8,326.7
2023-02-25T01:47:01Z,2023-02-25T02:03:00Z,16.0,-81.494,-57.294,-78.82,-58.738,226.1,298.9
2023-02-25T01:47:57Z,2023-02-25T02:04:00Z,16.0,-79.5,-74.724,-81.111,-76.399,141.5,182.1
2023-02-25T02:34:58Z,2023-02-25T02:51:00Z,16.0,81.888,117.052,80.547,97.702,332.3,358.9
2023-02-25T02:36:00Z,2023-02-25T02:51:00Z,15.0,79.911,95.809,80.547,97.702,78.9,79.3
2023-02-25T03:23:56Z,2023-02-25T03:38:00Z,14.1,-80.671,-90.405,-80.006,-89.669,49.9,75.4
2023-02-25T04:11:59Z,2023-02-25T04:25:00Z,13.0,81.008,80.773,79.291,83.218,111.7,196.7
2023-02-25T04:13:01Z,2023-02-25T04:26:00Z,13.0,78.512,63.988,81.417,64.026,295.2,323.4
2023-02-25T05:00:02Z,2023-02-25T05:13:00Z,13.0,-81.428,-106.404,-80.999,-122.333,201.6,274.1
2023-02-25T05:00:58Z,2023-02-25T05:13:00Z,12.0,-79.399,-123.539,-80.999,-122.333,166.8,179.5
