mats_obs_utc,aim_overpass_utc,time_diff_min,mats_tp_lat_deg,mats_tp_lon_deg,aim_center_lat_deg,aim_center_lon_deg,cross_track_km,distance_tp_to_aim_km
2023-02-18T23:20:58Z,2023-02-18T23:31:00Z,10.0,-79.024,-37.561,-79.396,-24.299,194.6,278.8
2023-02-19T00:08:02Z,2023-02-19T00:18:00Z,10.0,81.302,152.659,78.619,148.122,263.3,311.1
2023-02-19T00:09:02Z,2023-02-19T00:19:00Z,10.0,79.429,132.909,80.982,130.954,129.7,176.8
2023-02-19T00:56:57Z,2023-02-19T01:06:00Z,9.0,-80.192,-53.145,-80.46,-55.668,3.6,55.8
2023-02-19T01:45:00Z,2023-02-19T01:53:00Z,8.0,80.557,118.289,79.79,117.706,72.4,86.1
2023-02-19T01:46:00Z,2023-02-19T01:53:00Z,7.0,78.241,101.977,79.79,117.706,321.5,374.0
2023-02-19T02:33:00Z,2023-02-19T02:40:00Z,7.0,-80.979,-68.535,-79.144,-70.09,166.6,206.4
2023-02-19T02:34:02Z,2023-02-19T02:41:00Z,7.0,-78.818,-87.017,-81.32,-88.725,234.7,280.4
2023-02-19T03:20:58Z,2023-02-19T03:27:00Z,6.0,81.377,105.846,78.348,102.145,274.1,344.7
2023-02-19T03:21:58Z,2023-02-19T03:28:00Z,6.0,79.57,85.651,80.793,85.722,116.6,136.1
2023-02-19T04:09:59Z,2023-02-19T04:15:00Z,5.0,-80.088,-102.289,-80.245,-101.126,27.2,28.2
2023-02-19T04:58:02Z,2023-02-19T05:02:00Z,4.0,80.48,69.281,79.55,72.026,45.2,116.3
2023-02-19T04:59:02Z,2023-02-19T05:03:00Z,4.0,78.133,53.228,81.567,51.998,344.0,383.0
2023-02-19T05:45:56Z,2023-02-19T05:49:00Z,3.1,-81.067,-115.475,-78.888,-115.957,177.2,242.7
2023-02-19T05:46:58Z,2023-02-19T05:50:00Z,3.0,-78.96,-134.42,-81.155,-133.816,222.3,244.7
2023-02-19T06:34:02Z,2023-02-19T06:37:00Z,3.0,81.277,55.756,80.595,40.393,233.5,279.0
2023-02-19T06:35:02Z,2023-02-19T06:37:00Z,2.0,79.385,36.145,80.595,40.393,157.6,157.6
2023-02-19T07:22:01Z,2023-02-19T07:24:00Z,2.0,-81.566,-129.797,-80.024,-146.674,334.2,344.3
2023-02-19T07:22:57Z,2023-02-19T07:24:00Z,1.0,-80.147,-150.0,-80.024,-146.674,27.0,65.2
2023-02-19T08:11:00Z,2023-02-19T08:11:00Z,-0.0,80.53,21.549,79.305,26.264,44.0,164.4
2023-02-19T08:12:00Z,2023-02-19T08:12:00Z,-0.0,78.204,5.321,81.424,7.035,342.6,360.0
2023-02-19T08:59:00Z,2023-02-19T08:59:00Z,-0.0,-80.957,-165.306,-80.98,-179.004,140.0,238.8
2023-02-19T09:00:02Z,2023-02-19T08:59:00Z,-1.0,-78.783,176.304,-80.98,-179.004,259.2,261.1
2023-02-19T09:46:58Z,2023-02-19T09:46:00Z,-1.0,81.348,8.806,80.388,-5.03,242.5,266.0
2023-02-19T09:47:58Z,2023-02-19T09:46:00Z,-2.0,79.514,-11.241,80.388,-5.03,146.6,154.8
2023-02-19T10:34:57Z,2023-02-19T10:33:00Z,-2.0,-81.618,-176.622,-79.796,167.691,343.1,345.6
2023-02-19T10:35:59Z,2023-02-19T10:33:00Z,-3.0,-80.054,160.896,-79.796,167.691,55.5,135.3
2023-02-19T11:24:02Z,2023-02-19T11:21:00Z,-3.0,80.449,-27.581,81.27,-38.023,18.5,205.6
2023-02-19T11:25:02Z,2023-02-19T11:21:00Z,-4.0,78.089,-43.498,81.27,-38.023,367.8,370.1
2023-02-19T12:12:02Z,2023-02-19T12:08:00Z,-4.0,-80.887,145.458,-80.796,135.713,110.7,172.8
2023-02-19T12:12:58Z,2023-02-19T12:08:00Z,-5.0,-78.928,128.861,-80.796,135.713,246.4,247.2
2023-02-19T13:00:02Z,2023-02-19T12:55:00Z,-5.0,81.258,-41.122,80.174,-50.544,202.3,207.5
2023-02-19T13:01:02Z,2023-02-19T12:55:00Z,-6.0,79.35,-60.612,80.174,-50.544,183.2,218.9
2023-02-19T13:47:59Z,2023-02-19T13:42:00Z,-6.0,-81.58,133.984,-79.562,121.973,312.2,312.6
2023-02-19T13:49:01Z,2023-02-19T13:42:00Z,-7.0,-79.956,111.831,-79.562,121.973,83.5,205.2
2023-02-19T14:37:00Z,2023-02-19T14:30:00Z,-7.0,80.495,-75.327,81.104,-83.162,17.1,154.9
2023-02-19T14:38:00Z,2023-02-19T14:30:00Z,-8.0,78.152,-91.435,81.104,-83.162,366.9,367.2
2023-02-19T15:25:00Z,2023-02-19T15:17:00Z,-8.0,-80.926,97.777,-80.602,90.35,108.8,137.4
2023-02-19T15:26:02Z,2023-02-19T15:17:00Z,-9.0,-78.733,79.53,-80.602,90.35,284.5,299.1
2023-02-19T16:12:58Z,2023-02-19T16:04:00Z,-9.0,81.328,-88.026,79.952,-96.132,211.8,211.8
2023-02-19T16:13:58Z,2023-02-19T16:04:00Z,-10.0,79.481,-107.944,79.952,-96.132,171.1,240.0
2023-02-19T18:38:00Z,2023-02-19T18:26:00Z,-12.0,-80.905,49.267,-80.4,44.889,92.7,97.0
2023-02-19T18:39:02Z,2023-02-19T18:26:00Z,-13.0,-78.698,31.091,-80.4,44.889,298.0,335.7
2023-02-19T19:25:58Z,2023-02-19T19:13:00Z,-13.0,81.313,-136.558,79.725,-141.811,195.0,201.2
2023-02-19T19:26:58Z,2023-02-19T19:14:00Z,-13.0,79.452,-156.391,81.663,-162.426,182.7,269.3
2023-02-19T20:13:57Z,2023-02-19T20:00:00Z,-14.0,-81.588,37.847,-79.077,30.325,291.5,312.3
2023-02-19T20:14:59Z,2023-02-19T20:01:00Z,-14.0,-79.984,15.593,-81.278,11.896,95.7,158.8
2023-02-19T21:03:02Z,2023-02-19T20:48:00Z,-15.0,80.383,-172.94,80.743,-173.734,26.0,42.7
2023-02-19T21:51:03Z,2023-02-19T21:35:00Z,-16.1,-80.832,0.029,-80.192,-0.657,64.4,72.4
2023-02-19T21:51:58Z,2023-02-19T21:35:00Z,-17.0,-78.846,-16.346,-80.192,-0.657,284.2,349.8
2023-02-19T22:39:00Z,2023-02-19T22:22:00Z,-17.0,81.255,174.121,79.492,172.431,165.8,198.7
2023-02-19T22:40:00Z,2023-02-19T22:23:00Z,-17.0,79.346,154.631,81.535,152.594,208.6,246.5
2023-02-19T23:26:59Z,2023-02-19T23:09:00Z,-18.0,-81.556,-11.421,-78.829,-15.61,263.7,313.6
2023-02-19T23:28:01Z,2023-02-19T23:10:00Z,-18.0,-79.899,-33.375,-81.117,-33.298,120.2,135.6
2023-02-20T00:15:00Z,2023-02-19T23:57:00Z,-18.0,81.732,162.259,80.55,140.845,348.3,387.3
2023-02-20T00:16:00Z,2023-02-19T23:57:00Z,-19.0,80.427,139.23,80.55,140.845,27.7,32.7
2023-02-20T01:04:00Z,2023-02-20T00:44:00Z,-20.0,-80.879,-47.635,-79.977,-46.287,63.9,103.4
2023-02-20T01:05:02Z,2023-02-20T00:45:00Z,-20.0,-78.654,-65.662,-81.787,-67.671,318.2,350.7
2023-02-20T01:51:58Z,2023-02-20T01:31:00Z,-21.0,81.292,126.506,79.255,126.598,164.5,226.8
2023-02-20T01:52:58Z,2023-02-20T01:32:00Z,-21.0,79.413,106.815,81.394,107.527,206.6,221.0
2023-02-20T02:39:57Z,2023-02-20T02:19:00Z,-21.0,-81.578,-59.026,-80.948,-78.599,263.8,336.6
2023-02-20T02:40:59Z,2023-02-20T02:19:00Z,-22.0,-79.953,-81.167,-80.948,-78.599,119.8,120.4
2023-02-20T03:28:02Z,2023-02-20T03:06:00Z,-22.0,81.704,112.876,80.35,95.335,318.7,338.0
2023-02-20T03:29:02Z,2023-02-20T03:06:00Z,-23.0,80.338,90.125,80.35,95.335,54.2,97.2
2023-02-20T04:17:02Z,2023-02-20T03:53:00Z,-24.0,-80.804,-96.785,-79.758,-92.014,37.2,146.8
2023-02-20T04:17:58Z,2023-02-20T03:54:00Z,-24.0,-78.806,-113.054,-81.676,-112.645,303.3,319.6
2023-02-20T05:05:00Z,2023-02-20T04:41:00Z,-24.0,81.226,77.127,81.244,62.366,137.7,249.7
2023-02-20T05:06:00Z,2023-02-20T04:41:00Z,-25.0,79.294,57.805,81.244,62.366,232.9,233.2
2023-02-20T05:53:00Z,2023-02-20T05:28:00Z,-25.0,-81.527,-108.565,-80.769,-123.973,232.1,276.1
2023-02-20T05:54:02Z,2023-02-20T05:28:00Z,-26.0,-79.839,-130.327,-80.769,-123.973,148.0,157.7
2023-02-20T06:41:00Z,2023-02-20T06:15:00Z,-26.0,81.715,65.235,80.143,49.74,314.3,321.9
2023-02-20T06:42:00Z,2023-02-20T06:15:00Z,-27.0,80.384,42.341,80.143,49.74,55.0,141.7
2023-02-20T07:29:02Z,2023-02-20T07:02:00Z,-27.0,-81.799,-121.264,-79.533,-137.801,388.5,388.5
2023-02-20T07:29:58Z,2023-02-20T07:02:00Z,-28.0,-80.895,-143.853,-79.533,-137.801,47.3,189.8
2023-02-20T07:31:00Z,2023-02-20T07:03:00Z,-28.0,-78.683,-161.98,-81.552,-157.679,328.0,329.6
2023-02-20T08:17:58Z,2023-02-20T07:50:00Z,-28.0,81.253,29.389,81.083,17.12,134.4,210.1
2023-02-20T08:18:58Z,2023-02-20T07:50:00Z,-29.0,79.343,9.888,81.083,17.12,233.0,236.8
2023-02-20T09:05:57Z,2023-02-20T08:37:00Z,-29.0,-81.557,-156.037,-80.583,-169.433,231.6,254.9
2023-02-20T09:06:59Z,2023-02-20T08:37:00Z,-30.0,-79.909,-178.025,-80.583,-169.433,144.8,178.3
2023-02-20T09:54:02Z,2023-02-20T09:24:00Z,-30.0,81.69,15.818,79.931,4.064,285.2,285.4
2023-02-20T09:55:02Z,2023-02-20T09:25:00Z,-30.0,80.295,-6.784,81.769,-17.26,78.5,244.3
2023-02-21T12:28:00Z,2023-02-21T12:58:00Z,30.0,-78.593,123.174,-78.674,138.012,210.6,324.8
2023-02-21T13:14:57Z,2023-02-21T13:45:00Z,30.0,81.215,-45.6,77.85,-50.076,302.1,385.2
2023-02-21T13:15:57Z,2023-02-21T13:46:00Z,30.0,79.274,-64.855,80.428,-65.23,100.7,128.7
2023-02-21T14:03:59Z,2023-02-21T14:33:00Z,29.0,-79.817,106.96,-79.852,107.438,8.9,10.2
2023-02-21T14:52:01Z,2023-02-21T15:20:00Z,28.0,80.227,-81.667,79.119,-79.79,64.8,128.9
2023-02-21T14:53:01Z,2023-02-21T15:21:00Z,28.0,77.787,-96.848,81.31,-98.439,336.6,393.5
2023-02-21T15:40:02Z,2023-02-21T16:07:00Z,27.0,-80.703,91.203,-78.447,91.852,162.2,251.5
2023-02-21T15:40:57Z,2023-02-21T16:08:00Z,27.0,-78.652,75.314,-80.855,75.242,209.2,245.3
2023-02-21T16:27:59Z,2023-02-21T16:55:00Z,27.0,81.15,-94.879,80.245,-110.966,273.3,305.3
2023-02-21T16:28:59Z,2023-02-21T16:55:00Z,26.0,79.162,-113.786,80.245,-110.966,130.8,132.9
2023-02-21T18:53:01Z,2023-02-21T19:17:00Z,24.0,-80.689,42.817,-80.693,29.625,149.4,237.0
2023-02-21T18:53:57Z,2023-02-21T19:17:00Z,23.0,-78.633,26.979,-80.693,29.625,223.2,235.2
2023-02-21T19:40:59Z,2023-02-21T20:04:00Z,23.0,81.132,-143.392,80.058,-156.769,255.0,270.3
2023-02-21T19:41:59Z,2023-02-21T20:04:00Z,22.0,79.134,-162.218,80.058,-156.769,147.2,150.2
2023-02-21T20:28:58Z,2023-02-21T20:51:00Z,22.0,-81.467,30.908,-79.451,15.554,359.3,359.6
2023-02-21T20:30:00Z,2023-02-21T20:51:00Z,21.0,-79.701,9.601,-79.451,15.554,53.9,123.0
2023-02-21T21:17:57Z,2023-02-21T21:38:00Z,20.0,80.314,-177.354,78.682,-172.005,57.1,211.4
2023-02-21T21:18:57Z,2023-02-21T21:39:00Z,20.0,77.905,167.19,81.025,170.644,340.3,354.2
2023-02-21T22:05:58Z,2023-02-21T22:26:00Z,20.0,-80.784,-4.342,-80.524,-16.056,157.9,213.3
2023-02-21T22:07:00Z,2023-02-21T22:26:00Z,19.0,-78.507,-21.963,-80.524,-16.056,253.8,254.2
2023-02-21T22:54:01Z,2023-02-21T23:13:00Z,19.0,81.075,167.47,79.867,157.36,225.9,229.3
2023-02-21T22:55:01Z,2023-02-21T23:13:00Z,18.0,79.04,148.914,79.867,157.36,174.0,194.9
2023-02-21T23:42:01Z,2023-02-22T00:00:00Z,18.0,-81.419,-18.482,-79.245,-30.478,326.8,328.7
2023-02-21T23:42:57Z,2023-02-22T00:00:00Z,17.0,-79.83,-37.701,-79.245,-30.478,43.0,159.7
2023-02-22T00:31:01Z,2023-02-22T00:48:00Z,17.0,80.173,133.061,80.873,125.076,19.7,165.6
2023-02-22T00:32:01Z,2023-02-22T00:48:00Z,16.0,77.712,118.071,80.873,125.076,378.4,379.9
2023-02-22T01:19:02Z,2023-02-22T01:35:00Z,16.0,-80.647,-54.204,-80.351,-61.808,114.1,143.4
2023-02-22T01:19:57Z,2023-02-22T01:35:00Z,15.0,-78.615,-69.644,-80.351,-61.808,247.8,250.0
2023-02-22T02:06:59Z,2023-02-22T02:22:00Z,15.0,81.108,119.679,79.673,111.424,221.1,221.1
2023-02-22T02:07:59Z,2023-02-22T02:22:00Z,14.0,79.092,101.001,79.673,111.424,176.3,223.0
2023-02-22T02:54:59Z,2023-02-22T03:09:00Z,14.0,-81.448,-66.087,-79.039,-76.572,323.7,332.2
2023-02-22T02:56:01Z,2023-02-22T03:10:00Z,14.0,-79.658,-87.238,-81.253,-94.885,82.0,226.5
2023-02-22T03:43:57Z,2023-02-22T03:57:00Z,13.0,80.275,85.748,80.714,79.441,27.7,125.7
2023-02-22T03:44:57Z,2023-02-22T03:57:00Z,12.0,77.845,70.418,80.714,79.441,368.8,369.1
2023-02-22T04:31:58Z,2023-02-22T04:44:00Z,12.0,-80.753,-101.201,-80.175,-107.634,125.6,134.8
2023-02-22T04:33:00Z,2023-02-22T04:44:00Z,11.0,-78.459,-118.702,-80.175,-107.634,281.6,297.0
2023-02-22T05:20:01Z,2023-02-22T05:31:00Z,11.0,81.045,70.55,79.475,65.433,192.2,199.5
2023-02-22T05:21:01Z,2023-02-22T05:31:00Z,10.0,78.989,52.152,79.475,65.433,203.1,280.8
2023-02-22T06:08:01Z,2023-02-22T06:18:00Z,10.0,-81.391,-115.51,-78.829,-122.715,290.8,316.2
2023-02-22T06:08:57Z,2023-02-22T06:19:00Z,10.0,-79.78,-134.561,-81.116,-140.402,71.6,183.6
2023-02-22T06:56:59Z,2023-02-22T07:06:00Z,9.0,80.193,36.818,80.551,33.731,0.9,69.9
2023-02-22T06:57:59Z,2023-02-22T07:06:00Z,8.0,77.744,21.741,80.551,33.731,392.3,399.4
2023-02-22T07:45:00Z,2023-02-22T07:53:00Z,8.0,-80.665,-150.464,-79.994,-153.516,93.9,94.0
2023-02-22T07:46:02Z,2023-02-22T07:53:00Z,7.0,-78.328,-167.601,-79.994,-153.516,310.6,347.0
2023-02-22T08:32:59Z,2023-02-22T08:40:00Z,7.0,81.079,22.799,79.275,19.379,188.4,211.0
2023-02-22T08:33:58Z,2023-02-22T08:41:00Z,7.0,79.087,4.497,81.407,0.241,195.2,270.2
2023-02-22T09:20:59Z,2023-02-22T09:27:00Z,6.0,-81.423,-163.113,-78.617,-168.907,288.3,331.4
2023-02-22T09:22:01Z,2023-02-22T09:28:00Z,6.0,-79.607,175.896,-80.974,174.012,112.6,156.2
2023-02-22T10:09:57Z,2023-02-22T10:15:00Z,5.0,80.244,-11.022,80.383,-12.045,1.2,24.6
2023-02-22T10:57:58Z,2023-02-22T11:02:00Z,4.0,-80.712,161.789,-79.809,160.541,91.9,103.2
2023-02-22T10:59:00Z,2023-02-22T11:02:00Z,3.0,-78.402,144.455,-79.809,160.541,309.5,371.3
2023-02-22T11:46:01Z,2023-02-22T11:49:00Z,3.0,81.01,-26.502,79.072,-26.729,157.7,215.8
2023-02-22T11:47:01Z,2023-02-22T11:50:00Z,3.0,78.929,-44.715,81.281,-45.235,230.1,262.0
2023-02-22T12:34:01Z,2023-02-22T12:36:00Z,2.0,-81.378,147.614,-78.404,144.853,258.8,335.3
2023-02-22T12:34:56Z,2023-02-22T12:37:00Z,2.1,-79.744,128.655,-80.825,128.358,99.7,120.5
2023-02-22T13:21:59Z,2023-02-22T13:24:00Z,2.0,81.634,-38.161,80.21,-57.885,357.7,378.5
2023-02-22T13:22:59Z,2023-02-22T13:24:00Z,1.0,80.139,-60.205,80.21,-57.885,32.1,44.8
2023-02-22T14:11:00Z,2023-02-22T14:11:00Z,-0.0,-80.634,112.656,-79.621,114.54,63.2,118.3
2023-02-22T14:12:02Z,2023-02-22T14:12:00Z,-0.0,-78.282,95.657,-81.601,94.371,333.4,370.3
2023-02-22T14:59:02Z,2023-02-22T14:58:00Z,-1.0,80.962,-75.397,78.868,-72.888,133.9,238.1
2023-02-22T14:59:57Z,2023-02-22T14:59:00Z,-1.0,79.061,-92.165,81.149,-90.778,219.0,234.0
2023-02-22T15:46:57Z,2023-02-22T15:46:00Z,-1.0,-81.433,100.632,-80.671,82.638,269.2,321.4
2023-02-22T15:47:59Z,2023-02-22T15:46:00Z,-2.0,-79.627,79.556,-80.671,82.638,129.8,130.2
2023-02-22T16:34:57Z,2023-02-22T16:33:00Z,-2.0,81.648,-85.811,80.034,-103.787,353.1,363.5
2023-02-22T16:35:57Z,2023-02-22T16:33:00Z,-3.0,80.185,-108.034,80.034,-103.787,34.2,82.9
2023-02-22T18:12:01Z,2023-02-22T18:08:00Z,-4.0,80.973,-123.451,81.011,-136.388,128.1,225.1
2023-02-22T18:13:01Z,2023-02-22T18:08:00Z,-5.0,78.876,-141.529,81.011,-136.388,256.9,257.6
2023-02-22T18:59:57Z,2023-02-22T18:55:00Z,-5.0,-81.419,52.095,-80.513,36.855,251.7,283.8
2023-02-22T19:00:59Z,2023-02-22T18:55:00Z,-6.0,-79.6,31.123,-80.513,36.855,144.1,149.8
2023-02-22T19:48:01Z,2023-02-22T19:42:00Z,-6.0,81.59,-135.887,79.855,-149.749,311.9,313.7
2023-02-22T19:49:01Z,2023-02-22T19:42:00Z,-7.0,80.037,-157.568,79.855,-149.749,71.8,153.2
2023-02-22T20:37:02Z,2023-02-22T20:29:00Z,-8.0,-80.518,14.92,-79.237,22.373,17.0,203.7
2023-02-22T20:37:58Z,2023-02-22T20:30:00Z,-8.0,-78.388,-0.294,-81.377,3.447,334.7,340.5
2023-02-22T21:25:01Z,2023-02-22T21:17:00Z,-8.0,80.956,-171.938,80.868,177.936,112.3,178.1
2023-02-22T21:26:01Z,2023-02-22T21:17:00Z,-9.0,78.849,170.075,80.868,177.936,269.7,272.0
2023-02-22T22:13:01Z,2023-02-22T22:04:00Z,-9.0,-81.326,1.899,-80.351,-8.993,208.2,221.0
2023-02-22T22:14:02Z,2023-02-22T22:04:00Z,-10.0,-79.453,-18.188,-80.351,-8.993,178.0,205.1
2023-02-22T23:00:59Z,2023-02-22T22:51:00Z,-10.0,81.609,176.375,79.67,164.247,306.7,306.8
2023-02-22T23:01:59Z,2023-02-22T22:51:00Z,-11.0,80.078,154.515,79.67,164.247,74.7,195.5
2023-02-22T23:50:00Z,2023-02-22T23:39:00Z,-11.0,-80.579,-32.705,-81.256,-42.115,21.0,181.4
2023-02-22T23:51:02Z,2023-02-22T23:39:00Z,-12.0,-78.197,-49.51,-81.256,-42.115,370.1,370.1
2023-02-23T00:37:57Z,2023-02-23T00:26:00Z,-12.0,81.046,141.003,80.718,132.212,121.9,159.2
2023-02-23T00:38:57Z,2023-02-23T00:26:00Z,-13.0,78.986,122.623,80.718,132.212,257.5,268.7
2023-02-23T01:25:57Z,2023-02-23T01:13:00Z,-13.0,-81.4,-44.903,-80.185,-54.901,219.1,223.2
2023-02-23T01:26:59Z,2023-02-23T01:13:00Z,-14.0,-79.555,-65.728,-80.185,-54.901,170.5,222.9
2023-02-23T02:14:01Z,2023-02-23T02:00:00Z,-14.0,81.568,126.946,79.486,118.172,276.0,281.5
2023-02-23T02:15:01Z,2023-02-23T02:01:00Z,-14.0,79.98,105.428,81.531,98.351,99.6,213.8
2023-02-23T03:02:00Z,2023-02-23T02:47:00Z,-15.0,-81.755,-57.951,-78.847,-70.001,377.5,393.2
2023-02-23T03:03:02Z,2023-02-23T02:48:00Z,-15.0,-80.486,-81.931,-81.128,-87.741,8.2,125.5
2023-02-23T03:03:58Z,2023-02-23T02:48:00Z,-16.0,-78.343,-97.031,-81.128,-87.741,356.8,359.7
2023-02-23T03:50:59Z,2023-02-23T03:35:00Z,-16.0,80.971,91.745,80.566,86.405,92.9,105.5
2023-02-23T03:51:59Z,2023-02-23T03:35:00Z,-17.0,78.868,73.711,80.566,86.405,283.1,314.1
2023-02-23T04:38:59Z,2023-02-23T04:22:00Z,-17.0,-81.341,-94.274,-80.015,-100.868,189.0,189.2
2023-02-23T04:40:01Z,2023-02-23T04:22:00Z,-18.0,-79.443,-114.741,-80.015,-100.868,197.2,281.9
2023-02-23T05:26:59Z,2023-02-23T05:09:00Z,-18.0,81.592,79.434,79.299,72.044,274.3,289.0
2023-02-23T05:27:59Z,2023-02-23T05:10:00Z,-18.0,80.038,57.699,81.421,52.827,98.6,176.9
2023-02-24T18:27:57Z,2023-02-24T18:58:00Z,30.0,78.58,-146.843,79.762,-137.985,214.5,226.8
2023-02-24T19:14:58Z,2023-02-24T19:45:00Z,30.0,-81.169,43.75,-79.15,33.993,287.3,290.7
2023-02-24T19:16:00Z,2023-02-24T19:45:00Z,29.0,-79.129,24.257,-79.15,33.993,129.9,204.0
2023-02-24T20:03:01Z,2023-02-24T20:32:00Z,29.0,81.4,-144.137,78.362,-153.804,355.4,386.3
2023-02-24T20:03:57Z,2023-02-24T20:33:00Z,29.0,79.784,-163.311,80.804,-170.271,17.8,172.8
2023-02-24T20:52:00Z,2023-02-24T21:20:00Z,28.0,-80.246,8.515,-80.289,2.643,66.0,110.6
2023-02-24T20:53:02Z,2023-02-24T21:20:00Z,27.0,-77.731,-7.098,-80.289,2.643,349.7,350.9
2023-02-24T21:39:57Z,2023-02-24T22:07:00Z,27.0,80.774,-177.995,79.606,175.791,175.2,175.3
2023-02-24T21:40:59Z,2023-02-24T22:07:00Z,26.0,78.482,164.384,79.606,175.791,241.1,271.2
2023-02-24T22:28:00Z,2023-02-24T22:54:00Z,26.0,-81.117,-5.392,-78.984,-12.347,257.9,272.0
2023-02-24T22:29:02Z,2023-02-24T22:54:00Z,25.0,-79.038,-24.587,-78.984,-12.347,157.0,259.3
2023-02-24T23:16:58Z,2023-02-24T23:42:00Z,25.0,79.7,147.774,80.677,143.742,45.5,132.9
2023-02-25T00:05:01Z,2023-02-25T00:29:00Z,24.0,-80.17,-40.459,-80.149,-43.497,38.0,57.8
2023-02-25T00:05:57Z,2023-02-25T00:29:00Z,23.0,-77.912,-54.569,-80.149,-43.497,334.2,341.1
2023-02-25T00:52:58Z,2023-02-25T01:16:00Z,23.0,80.707,132.922,79.449,129.524,146.3,154.4
2023-02-25T00:54:00Z,2023-02-25T01:16:00Z,22.0,78.379,115.596,79.449,129.524,267.8,320.1
2023-02-25T01:41:01Z,2023-02-25T02:03:00Z,22.0,-81.059,-54.524,-78.82,-58.738,228.7,262.2
2023-02-25T01:41:57Z,2023-02-25T02:04:00Z,22.0,-79.195,-71.872,-81.111,-76.399,139.9,229.9
2023-02-25T02:28:58Z,2023-02-25T02:51:00Z,22.0,81.432,119.979,80.547,97.702,341.4,397.9
2023-02-25T02:30:00Z,2023-02-25T02:51:00Z,21.0,79.611,98.864,80.547,97.702,73.1,106.6
2023-02-25T03:17:57Z,2023-02-25T03:38:00Z,20.0,-80.296,-87.513,-80.006,-89.669,51.1,52.3
2023-02-25T03:18:59Z,2023-02-25T03:38:00Z,19.0,-77.802,-103.293,-80.006,-89.669,360.2,379.7
2023-02-25T04:06:00Z,2023-02-25T04:25:00Z,19.0,80.635,83.883,79.291,83.218,117.8,150.2
2023-02-25T04:07:02Z,2023-02-25T04:26:00Z,19.0,78.275,66.843,81.417,64.026,291.3,354.0
2023-02-25T04:53:57Z,2023-02-25T05:12:00Z,18.0,-81.152,-101.317,-78.654,-105.15,241.2,287.8
2023-02-25T04:54:59Z,2023-02-25T05:13:00Z,18.0,-79.098,-120.692,-80.999,-122.333,166.6,214.0
2023-02-25T05:42:00Z,2023-02-25T06:00:00Z,18.0,81.385,70.789,80.415,51.618,311.8,352.5
2023-02-25T05:43:02Z,2023-02-25T06:00:00Z,17.0,79.517,49.987,80.415,51.618,100.4,104.9
2023-02-25T06:30:58Z,2023-02-25T06:47:00Z,16.0,-80.218,-136.486,-79.861,-135.881,23.5,41.4
2023-02-25T07:19:01Z,2023-02-25T07:34:00Z,15.0,80.562,34.873,79.132,36.876,90.1,164.0
2023-02-25T07:19:57Z,2023-02-25T07:35:00Z,15.0,78.443,19.452,81.319,18.183,276.2,321.2
2023-02-25T08:06:58Z,2023-02-25T08:21:00Z,14.0,-81.097,-150.444,-78.487,-151.596,212.8,291.5
2023-02-25T08:08:00Z,2023-02-25T08:22:00Z,14.0,-79.0,-169.53,-80.883,-168.314,193.1,211.0
2023-02-25T08:55:01Z,2023-02-25T09:09:00Z,14.0,81.337,21.602,80.281,5.491,282.6,308.4
2023-02-25T08:55:57Z,2023-02-25T09:09:00Z,13.0,79.666,2.794,80.281,5.491,86.0,86.1
2023-02-25T09:44:00Z,2023-02-25T09:56:00Z,12.0,-80.137,174.53,-79.714,177.866,3.9,80.2
2023-02-25T10:31:57Z,2023-02-25T10:43:00Z,11.0,80.682,-12.103,78.972,-9.502,103.2,197.0
2023-02-25T10:32:59Z,2023-02-25T10:44:00Z,11.0,78.342,-29.332,81.218,-27.708,301.5,321.7
2023-02-25T11:20:00Z,2023-02-25T11:31:00Z,11.0,-81.038,160.429,-80.765,145.66,187.5,261.0
2023-02-25T11:21:02Z,2023-02-25T11:31:00Z,10.0,-78.906,141.633,-80.765,145.66,218.6,221.4
2023-02-25T12:07:57Z,2023-02-25T12:18:00Z,10.0,81.416,-25.131,80.144,-40.68,294.7,310.0
2023-02-25T12:08:59Z,2023-02-25T12:18:00Z,9.0,79.577,-46.114,80.144,-40.68,112.4,123.7
2023-02-25T12:56:00Z,2023-02-25T13:05:00Z,9.0,-81.623,148.099,-79.567,131.575,374.9,375.6
2023-02-25T12:57:02Z,2023-02-25T13:05:00Z,8.0,-80.055,125.547,-79.567,131.575,30.9,130.5
2023-02-25T13:44:58Z,2023-02-25T13:52:00Z,7.0,80.61,-61.141,78.811,-55.906,75.7,225.5
2023-02-25T13:46:00Z,2023-02-25T13:53:00Z,7.0,78.236,-78.092,81.113,-73.632,326.6,332.2
2023-02-25T14:33:01Z,2023-02-25T14:40:00Z,7.0,-80.977,111.332,-80.643,99.599,159.6,211.5
2023-02-25T14:33:57Z,2023-02-25T14:40:00Z,6.0,-79.062,94.324,-80.643,99.599,204.0,204.0
2023-02-25T15:20:58Z,2023-02-25T15:27:00Z,6.0,81.366,-74.327,80.006,-86.882,265.7,271.4
2023-02-25T15:22:00Z,2023-02-25T15:27:00Z,5.0,79.482,-95.001,80.006,-86.882,138.7,171.0
2023-02-25T16:09:01Z,2023-02-25T16:14:00Z,5.0,-81.586,98.868,-79.418,85.253,345.6,346.0
2023-02-25T16:09:57Z,2023-02-25T16:14:00Z,4.0,-80.187,78.489,-79.418,85.253,17.0,158.3
2023-02-25T16:58:00Z,2023-02-25T17:02:00Z,4.0,80.532,-110.191,81.005,-119.619,51.0,176.2
